Date,Price,Time to Expiry,Bond Price
2022-01-26,0.043,1.1095890410958904,99.95230417764856
2022-01-27,0.035,1.106849315068493,99.96127116485347
2022-01-28,0.043,1.104109589041096,99.95253965667204
2022-01-30,0.0532,1.0986301369863014,99.9415777212645
2022-01-31,0.041,1.095890410958904,99.95508318862223
2022-02-01,0.048,1.093150684931507,99.94754882310565
2022-02-02,0.035,1.0904109589041096,99.96184623583285
2022-02-03,0.033,1.0876712328767124,99.9641162499325
2022-02-04,0.041,1.084931506849315,99.95553225685369
2022-02-06,0.0507,1.0794520547945206,99.94529368581539
2022-02-07,0.035,1.0767123287671232,99.96232546417622
2022-02-08,0.043,1.073972602739726,99.95383480121771
2022-02-09,0.033,1.0712328767123287,99.964658477767
2022-02-10,0.058,1.0684931506849316,99.93805557503629
2022-02-11,0.046,1.0657534246575342,99.95099299179608
2022-02-13,0.0507,1.0602739726027397,99.9462653642262
2022-02-14,0.03,1.0575342465753426,99.96828138323406
2022-02-15,0.028,1.0547945205479452,99.97047218094782
2022-02-16,0.035,1.0520547945205478,99.96318808098393
2022-02-17,0.033,1.0493150684931507,99.96538145278817
2022-02-18,0.03,1.0465753424657533,99.9686100219699
2022-02-21,0.0355,1.0383561643835617,99.96314841911195
2022-02-22,0.03,1.0356164383561643,99.96893866178613
2022-02-23,0.028,1.0328767123287672,99.97108565730625
2022-02-24,0.023,1.0301369863013699,99.97631101784934
2022-02-25,0.068,1.0273972602739727,99.9301732505516
2022-02-27,0.0684,1.021917808219178,99.93013718738784
2022-02-28,0.061,1.0191780821917809,99.93785893152737
2022-03-01,0.106,1.0164383561643835,99.89234406653975
2022-03-02,0.134,1.0136986301369864,99.86430202126101
2022-03-03,0.188,1.010958904109589,99.81020932911366
2022-03-04,0.183,1.0082191780821919,99.81575019831857
2022-03-06,0.2028,1.0027397260273974,99.79695383340797
2022-03-07,0.177,1.0,99.82323469054474
2022-03-08,0.157,0.9972602739726028,99.84361396910766
2022-03-09,0.165,0.9945205479452055,99.83610621472845
2022-03-10,0.132,0.9917808219178083,99.86921371438592
2022-03-11,0.198,0.989041095890411,99.80445816763691
2022-03-13,0.1927,0.9835616438356164,99.81073824618213
2022-03-14,0.218,0.9808219178082191,99.78652545047373
2022-03-15,0.21,0.9780821917808219,99.79492107264139
2022-03-16,0.228,0.9753424657534246,99.77799537266876
2022-03-17,0.17,0.9726027397260274,99.83486426434936
2022-03-18,0.221,0.9698630136986301,99.78600789976734
2022-03-20,0.2231,0.9643835616438357,99.78519697296323
2022-03-21,0.213,0.9616438356164384,99.79548826848573
2022-03-22,0.193,0.958904109589041,99.81519172617307
2022-03-23,0.147,0.9561643835616438,99.859594126119
2022-03-24,0.16,0.9534246575342465,99.84762924373925
2022-03-25,0.177,0.9506849315068493,99.83194455481545
2022-03-27,0.1698,0.9452054794520548,99.8397008181616
2022-03-28,0.177,0.9424657534246575,99.83339627274385
2022-03-29,0.172,0.9397260273972603,99.83856702902771
2022-03-30,0.134,0.936986301369863,99.87456461418242
2022-03-31,0.147,0.9342465753424658,99.86281039014551
2022-04-01,0.177,0.9315068493150684,99.83533192948673
2022-04-03,0.2079,0.9260273972602739,99.80776390837718
2022-04-04,0.172,0.9232876712328767,99.84138868868635
2022-04-05,0.175,0.9205479452054794,99.8391041243764
2022-04-06,0.17,0.9178082191780822,99.84416043298894
2022-04-07,0.167,0.915068493150685,99.84736393452754
2022-04-08,0.233,0.9123287671232877,99.78777663761059
2022-04-10,0.2535,0.9068493150684932,99.77052296812391
2022-04-11,0.248,0.9041095890410958,99.77617059542771
2022-04-12,0.215,0.9013698630136986,99.80649702828073
2022-04-13,0.218,0.8986301369863013,99.80439687161216
2022-04-14,0.259,0.8958904109589041,99.76838314378062
2022-04-17,0.4108,0.8876712328767123,99.63638134612407
2022-04-18,0.37,0.8849315068493151,99.67341229886172
2022-04-19,0.335,0.8821917808219178,99.7051485306097
2022-04-20,0.335,0.8794520547945206,99.70606287130707
2022-04-21,0.342,0.8767123287671232,99.70086874289346
2022-04-22,0.461,0.873972602739726,99.59837095712592
2022-04-24,0.5072,0.8684931506849315,99.56102421279842
2022-04-25,0.403,0.8657534246575342,99.65205913573278
2022-04-26,0.352,0.863013698630137,99.69694632946879
2022-04-27,0.34,0.8602739726027397,99.70818180654462
2022-04-28,0.271,0.8575342465753425,99.76803497816091
2022-04-29,0.37,0.8547945205479452,99.6845169175286
2022-05-01,0.3905,0.8493150684931506,99.66921413151645
2022-05-02,0.385,0.8465753424657534,99.67491136133485
2022-05-03,0.423,0.8438356164383561,99.64406940952331
2022-05-04,0.459,0.8410958904109589,99.6151218787316
2022-05-05,0.446,0.8383561643835616,99.62720604653005
2022-05-06,0.489,0.8356164383561644,99.5927139510666
2022-05-08,0.5173,0.8301369863013699,99.57204289884044
2022-05-09,0.5,0.8273972602739726,99.58767005680788
2022-05-10,0.53,0.8246575342465754,99.56446083634765
2022-05-11,0.532,0.821917808219178,99.56427231263787
2022-05-12,0.606,0.8191780821917808,99.50555506891926
2022-05-13,0.687,0.8164383561643835,99.44163268047659
2022-05-15,0.6898,0.810958904109589,99.44311938074921
2022-05-16,0.631,0.8082191780821918,99.49211065553816
2022-05-17,0.583,0.8054794520547945,99.53218625947783
2022-05-18,0.497,0.8027397260273973,99.60232607167929
2022-05-19,0.505,0.8,99.59732212346094
2022-05-20,0.642,0.7972602739726027,99.49028214802271
2022-05-22,0.6721,0.7917808219178082,99.47014497636833
2022-05-23,0.527,0.7890410958904109,99.58558331671094
