"Date"        ,"Price" ,"Open"  ,"High"  ,"Low"   ,"Change %"
"Dec 08, 2022","4.7160","4.7320","4.7530","4.7000","0.15%"
"Dec 07, 2022","4.7090","4.7670","4.7800","4.7060","-0.61%"
"Dec 06, 2022","4.7380","4.7480","4.7910","4.7320","0.40%"
"Dec 05, 2022","4.7190","4.7030","4.7270","4.6580","0.27%"
"Dec 04, 2022","4.7061","4.7088","4.7088","4.7061","0.51%"
"Dec 02, 2022","4.6820","4.6980","4.7190","4.6400","0.47%"
"Dec 01, 2022","4.6600","4.7660","4.7660","4.6520","-1.08%"
"Nov 30, 2022","4.7110","4.7480","4.7720","4.7060","-0.44%"
"Nov 29, 2022","4.7320","4.7560","4.7560","4.7190","-0.06%"
"Nov 28, 2022","4.7350","4.7350","4.7400","4.6820","-0.45%"
"Nov 27, 2022","4.7565","4.7273","4.7565","4.7273","1.14%"
"Nov 25, 2022","4.7030","4.7450","4.7490","4.6800","-0.94%"
"Nov 24, 2022","4.7477","4.7026","4.7477","4.7026","1.01%"
"Nov 23, 2022","4.7000","4.7420","4.7690","4.6970","0.00%"
"Nov 22, 2022","4.7000","4.7290","4.7400","4.6790","1.36%"
"Nov 21, 2022","4.6370","4.6770","4.6870","4.6310","-0.85%"
"Nov 20, 2022","4.6769","4.6451","4.6769","4.6451","0.86%"
"Nov 18, 2022","4.6370","4.6340","4.6660","4.6080","0.83%"
"Nov 17, 2022","4.5990","4.6180","4.6470","4.5590","0.50%"
"Nov 16, 2022","4.5760","4.6180","4.6290","4.5570","0.00%"
"Nov 15, 2022","4.5760","4.5890","4.6350","4.5580","0.46%"
"Nov 14, 2022","4.5550","4.5920","4.5970","4.5520","0.12%"
"Nov 13, 2022","4.5497","4.5312","4.5497","4.5312","-0.05%"
"Nov 10, 2022","4.5520","4.6130","4.6400","4.5100","-1.49%"
"Nov 09, 2022","4.6210","4.6690","4.6690","4.5920","-0.06%"
"Nov 08, 2022","4.6240","4.6500","4.7060","4.6130","0.54%"
"Nov 07, 2022","4.5990","4.6400","4.6440","4.5680","-0.82%"
"Nov 06, 2022","4.6372","4.5815","4.6372","4.5815","1.20%"
"Nov 04, 2022","4.5820","4.6200","4.6560","4.5740","-0.37%"
"Nov 03, 2022","4.5990","4.6240","4.6340","4.5730","-0.13%"
"Nov 02, 2022","4.6050","4.6480","4.6480","4.5550","0.00%"
"Nov 01, 2022","4.6050","4.6210","4.6450","4.5680","1.12%"
"Oct 31, 2022","4.5540","4.5890","4.5910","4.5310","-0.02%"
"Oct 30, 2022","4.5550","4.5524","4.5550","4.5524","0.75%"
"Oct 28, 2022","4.5210","4.4850","4.5290","4.4540","1.64%"
"Oct 27, 2022","4.4480","4.5150","4.5220","4.4430","-0.71%"
"Oct 26, 2022","4.4800","4.5310","4.5390","4.4650","-0.71%"
"Oct 25, 2022","4.5120","4.5810","4.5840","4.5070","0.40%"
"Oct 24, 2022","4.4940","4.4730","4.5440","4.4300","0.35%"
"Oct 23, 2022","4.4782","4.4571","4.4782","4.4571","0.84%"
"Oct 21, 2022","4.4410","4.5300","4.5630","4.4390","-1.75%"
"Oct 20, 2022","4.5200","4.5070","4.5490","4.4590","1.23%"
"Oct 19, 2022","4.4650","4.4430","4.5310","4.4040","1.34%"
"Oct 18, 2022","4.4060","4.4380","4.4490","4.3910","1.45%"
"Oct 17, 2022","4.3430","4.3620","4.3690","4.2980","-0.49%"
"Oct 16, 2022","4.3645","4.3645","4.3645","4.3645","1.22%"
"Oct 14, 2022","4.3120","4.3320","4.4690","4.2750","0.72%"
"Oct 13, 2022","4.2810","4.1890","4.3080","4.1490","2.83%"
"Oct 12, 2022","4.1630","4.2210","4.2260","4.1600","1.22%"
"Oct 11, 2022","4.1130","4.1690","4.1690","4.0940","-1.40%"
"Oct 10, 2022","4.1712","4.0947","4.1712","4.0947","1.94%"
"Oct 07, 2022","4.0920","4.0810","4.1100","4.0390","0.99%"
"Oct 06, 2022","4.0520","4.0100","4.0760","3.9880","1.33%"
"Oct 05, 2022","3.9990","4.0150","4.0390","3.9910","0.18%"
"Oct 04, 2022","3.9920","4.0050","4.0730","3.9520","1.47%"
"Oct 03, 2022","3.9340","3.9820","3.9870","3.9180","-0.14%"
"Oct 02, 2022","3.9397","3.9397","3.9397","3.9397","0.40%"
"Sep 30, 2022","3.9240","3.9330","3.9710","3.9000","0.23%"
"Sep 29, 2022","3.9150","3.9460","3.9800","3.8990","-0.08%"
"Sep 28, 2022","3.9180","3.9860","3.9890","3.8890","-0.79%"
"Sep 27, 2022","3.9490","4.0020","4.0180","3.9440","0.92%"
"Sep 26, 2022","3.9130","3.9260","3.9530","3.8920","0.60%"
"Sep 25, 2022","3.8897","3.8871","3.8897","3.8871","0.07%"
"Sep 23, 2022","3.8870","3.9370","3.9790","3.8820","-0.56%"
"Sep 22, 2022","3.9090","3.9360","3.9620","3.8830","0.18%"
"Sep 21, 2022","3.9020","3.9260","3.9730","3.8860","0.00%"
"Sep 20, 2022","3.9020","3.9360","3.9550","3.8780","0.93%"
"Sep 19, 2022","3.8660","3.8420","3.8870","3.8000","1.45%"
"Sep 18, 2022","3.8108","3.8108","3.8108","3.8108","0.13%"
"Sep 16, 2022","3.8060","3.8540","3.8710","3.7950","-0.24%"
"Sep 15, 2022","3.8150","3.8330","3.8540","3.7960","0.00%"
"Sep 14, 2022","3.8150","3.8070","3.8440","3.7910","0.63%"
"Sep 13, 2022","3.7910","3.6180","3.8050","3.5730","6.79%"
"Sep 12, 2022","3.5500","3.5800","3.5820","3.5450","-0.02%"
"Sep 11, 2022","3.5508","3.5508","3.5508","3.5508","0.14%"
"Sep 09, 2022","3.5460","3.4700","3.5640","3.4640","2.25%"
"Sep 08, 2022","3.4680","3.4470","3.4860","3.4280","0.67%"
"Sep 07, 2022","3.4450","3.4450","3.4660","3.4240","1.53%"
"Sep 06, 2022","3.3930","3.3560","3.4300","3.3560","1.17%"
"Sep 05, 2022","3.3539","3.3513","3.3539","3.3513","0.09%"
"Sep 02, 2022","3.3510","3.3940","3.4380","3.3410","-0.65%"
"Sep 01, 2022","3.3730","3.3710","3.3890","3.3470","0.69%"
"Aug 31, 2022","3.3500","3.3580","3.3680","3.3420","0.15%"
"Aug 30, 2022","3.3450","3.3550","3.3890","3.3240","0.75%"
"Aug 29, 2022","3.3200","3.2700","3.3490","3.2570","1.60%"
"Aug 28, 2022","3.2678","3.2495","3.2678","3.2495","1.30%"
"Aug 26, 2022","3.2260","3.2610","3.2810","3.2050","0.06%"
"Aug 25, 2022","3.2240","3.2530","3.2790","3.2030","0.31%"
"Aug 24, 2022","3.2140","3.2140","3.2590","3.1980","0.82%"
"Aug 23, 2022","3.1880","3.2190","3.2350","3.1620","-0.13%"
"Aug 22, 2022","3.1920","3.1500","3.2020","3.1080","1.33%"
"Aug 21, 2022","3.1502","3.1397","3.1502","3.1397","1.10%"
"Aug 19, 2022","3.1160","3.1170","3.1420","3.1010","0.74%"
"Aug 18, 2022","3.0930","3.1430","3.1800","3.0860","-0.93%"
"Aug 17, 2022","3.1220","3.1250","3.1750","3.1020","0.22%"
"Aug 16, 2022","3.1150","3.1460","3.1460","3.0960","1.33%"
"Aug 15, 2022","3.0740","3.0930","3.1180","3.0510","0.76%"
"Aug 14, 2022","3.0509","3.0483","3.0509","3.0483","-0.52%"
"Aug 12, 2022","3.0670","3.0670","3.1190","3.0220","0.76%"
"Aug 11, 2022","3.0440","3.0890","3.0890","3.0200","-0.36%"
"Aug 10, 2022","3.0550","3.1720","3.1720","3.0210","-2.89%"
"Aug 09, 2022","3.1460","3.1300","3.1720","3.1170","2.18%"
"Aug 08, 2022","3.0790","3.0670","3.1160","3.0510","0.66%"
"Aug 07, 2022","3.0587","3.0614","3.0640","3.0587","-0.17%"
"Aug 05, 2022","3.0640","2.9530","3.0880","2.9530","3.86%"
"Aug 04, 2022","2.9500","2.9890","2.9970","2.9420","-1.30%"
"Aug 03, 2022","2.9890","3.0180","3.0310","2.9610","0.27%"
"Aug 02, 2022","2.9810","2.9450","2.9870","2.9080","2.44%"
"Aug 01, 2022","2.9100","2.8890","2.9490","2.8680","0.63%"
"Jul 31, 2022","2.8918","2.8918","2.8918","2.8918","0.90%"
"Jul 29, 2022","2.8660","2.8660","2.9130","2.8480","0.92%"
"Jul 28, 2022","2.8400","2.9470","2.9860","2.8400","-2.87%"
"Jul 27, 2022","2.9240","3.0280","3.0310","2.8930","-1.85%"
"Jul 26, 2022","2.9790","3.0260","3.0310","2.9580","0.74%"
"Jul 25, 2022","2.9570","2.9570","3.0270","2.9380","0.27%"
"Jul 24, 2022","2.9491","2.9465","2.9491","2.9465","0.55%"
"Jul 22, 2022","2.9330","2.9960","3.0040","2.8890","-0.91%"
"Jul 21, 2022","2.9600","3.0070","3.0520","2.9530","-1.40%"
"Jul 20, 2022","3.0020","3.0470","3.0550","2.9870","-1.22%"
"Jul 19, 2022","3.0390","3.0100","3.0550","2.9870","3.61%"
"Jul 18, 2022","2.9330","2.8630","2.9670","2.8630","1.24%"
"Jul 17, 2022","2.8970","2.8970","2.8970","2.8970","1.01%"
"Jul 15, 2022","2.8680","2.9180","2.9470","2.8500","-1.92%"
"Jul 14, 2022","2.9240","2.9500","3.0360","2.9000","-0.71%"
"Jul 13, 2022","2.9450","2.7700","2.9760","2.7540","6.39%"
"Jul 12, 2022","2.7680","2.7570","2.7990","2.7540","1.88%"
"Jul 11, 2022","2.7170","2.6570","2.7480","2.6420","2.34%"
"Jul 10, 2022","2.6548","2.6548","2.6548","2.6548","0.48%"
"Jul 08, 2022","2.6420","2.6060","2.6910","2.6000","1.38%"
"Jul 07, 2022","2.6060","2.5830","2.6350","2.5750","0.81%"
"Jul 06, 2022","2.5850","2.5910","2.6240","2.5440","1.85%"
"Jul 05, 2022","2.5380","2.5560","2.5590","2.5140","-0.60%"
"Jul 04, 2022","2.5533","2.5169","2.5533","2.5169","1.77%"
"Jul 01, 2022","2.5090","2.5310","2.6080","2.4570","0.16%"
"Jun 30, 2022","2.5050","2.5440","2.6110","2.4890","-0.40%"
"Jun 29, 2022","2.5150","2.5830","2.5830","2.5150","-1.14%"
"Jun 28, 2022","2.5440","2.5720","2.6040","2.5310","0.16%"
"Jun 27, 2022","2.5400","2.5120","2.5850","2.4830","0.49%"
"Jun 26, 2022","2.5275","2.5275","2.5275","2.5275","1.67%"
"Jun 24, 2022","2.4860","2.4500","2.5300","2.4080","2.43%"
"Jun 23, 2022","2.4270","2.4030","2.4730","2.3490","0.87%"
"Jun 22, 2022","2.4060","2.4810","2.4810","2.3980","0.80%"
"Jun 21, 2022","2.3870","2.2390","2.3900","2.2340","6.10%"
"Jun 20, 2022","2.2498","2.2239","2.2498","2.2239","0.93%"
"Jun 17, 2022","2.2290","2.2560","2.3200","2.2110","0.22%"
"Jun 16, 2022","2.2240","2.2890","2.3960","2.2110","-4.67%"
"Jun 15, 2022","2.3330","2.4580","2.4630","2.2450","-2.63%"
"Jun 14, 2022","2.3960","2.3410","2.4400","2.2840","10.72%"
"Jun 13, 2022","2.1640","1.9960","2.3020","1.9650","8.54%"
"Jun 12, 2022","1.9937","1.9576","1.9937","1.9576","1.72%"
"Jun 10, 2022","1.9600","1.8310","1.9760","1.8180","8.41%"
"Jun 09, 2022","1.8080","1.7950","1.8210","1.7670","2.15%"
"Jun 08, 2022","1.7700","1.7640","1.7800","1.7490","1.49%"
"Jun 07, 2022","1.7440","1.7490","1.8030","1.7440","3.26%"
"Jun 06, 2022","1.6890","1.6790","1.7050","1.6610","0.91%"
"Jun 05, 2022","1.6738","1.6738","1.6738","1.6738","1.07%"
"Jun 03, 2022","1.6560","1.6450","1.6630","1.6300","1.60%"
"Jun 02, 2022","1.6300","1.6330","1.7000","1.6170","0.12%"
"Jun 01, 2022","1.6280","1.6460","1.6460","1.6070","3.96%"
"May 31, 2022","1.5660","1.4960","1.5780","1.4960","4.85%"
"May 30, 2022","1.4936","1.5116","1.5116","1.4936","-1.22%"
"May 27, 2022","1.5120","1.5330","1.5330","1.4960","1.07%"
"May 26, 2022","1.4960","1.4910","1.5350","1.4860","-0.53%"
"May 25, 2022","1.5040","1.5200","1.5430","1.4990","0.13%"
"May 24, 2022","1.5020","1.5740","1.5940","1.5020","-0.79%"
"May 23, 2022","1.5140","1.5010","1.5320","1.4880","1.01%"
"May 22, 2022","1.4988","1.4859","1.4988","1.4859","1.54%"
"May 20, 2022","1.4760","1.5200","1.5300","1.4730","-1.73%"
"May 19, 2022","1.5020","1.5270","1.5760","1.4940","-1.96%"
"May 18, 2022","1.5320","1.5690","1.5970","1.5300","-1.03%"
"May 17, 2022","1.5480","1.5430","1.6610","1.5270","4.74%"
"May 16, 2022","1.4780","1.4650","1.4810","1.4340","3.03%"
"May 15, 2022","1.4345","1.4448","1.4448","1.4345","-0.38%"
"May 13, 2022","1.4400","1.4500","1.4530","1.4140","1.98%"
"May 12, 2022","1.4120","1.4120","1.4530","1.4060","-0.49%"
"May 11, 2022","1.4190","1.4170","1.4550","1.4140","0.14%"
"May 10, 2022","1.4170","1.4240","1.4300","1.4060","5.20%"
"May 09, 2022","1.3470","1.3780","1.3800","1.3270","-1.33%"
"May 08, 2022","1.3651","1.3574","1.3651","1.3574","0.38%"
"May 06, 2022","1.3600","1.3630","1.3880","1.3290","-0.37%"
"May 05, 2022","1.3650","1.3990","1.4450","1.3400","-5.01%"
"May 04, 2022","1.4370","1.4600","1.5250","1.4010","-1.98%"
"May 03, 2022","1.4660","1.4500","1.4710","1.4320","4.27%"
"May 02, 2022","1.4060","1.4340","1.4420","1.4060","-2.16%"
"May 01, 2022","1.4371","1.4499","1.4499","1.4371","2.36%"
"Apr 29, 2022","1.4040","1.3680","1.4320","1.3680","2.48%"
"Apr 28, 2022","1.3700","1.3960","1.4110","1.3630","-0.22%"
"Apr 27, 2022","1.3730","1.4140","1.4140","1.3700","-1.29%"
"Apr 26, 2022","1.3910","1.4500","1.4550","1.3830","6.51%"
"Apr 25, 2022","1.3060","1.3620","1.3700","1.2780","-1.93%"
"Apr 24, 2022","1.3317","1.3317","1.3317","1.3317","-0.02%"
"Apr 22, 2022","1.3320","1.3290","1.3750","1.3210","1.60%"
"Apr 21, 2022","1.3110","1.3040","1.3320","1.2880","2.18%"
"Apr 20, 2022","1.2830","1.2980","1.3290","1.2780","-0.39%"
"Apr 19, 2022","1.2880","1.2930","1.3110","1.2700","4.12%"
"Apr 18, 2022","1.2370","1.2090","1.2550","1.2090","1.07%"
"Apr 17, 2022","1.2239","1.2239","1.2239","1.2239","0.82%"
"Apr 14, 2022","1.2140","1.1930","1.2470","1.1880","2.62%"
"Apr 13, 2022","1.1830","1.2060","1.2220","1.1730","-0.42%"
"Apr 12, 2022","1.1880","1.2780","1.2810","1.1880","1.28%"
"Apr 11, 2022","1.1730","1.1860","1.1930","1.1700","1.14%"
"Apr 10, 2022","1.1598","1.1521","1.1598","1.1521","0.42%"
"Apr 08, 2022","1.1550","1.1680","1.1800","1.1500","1.14%"
"Apr 07, 2022","1.1420","1.1730","1.1930","1.1240","0.00%"
"Apr 06, 2022","1.1420","1.1960","1.2040","1.1270","-0.44%"
"Apr 05, 2022","1.1470","1.1650","1.1650","1.1320","6.40%"
"Apr 04, 2022","1.0780","1.1090","1.1210","1.0620","-2.76%"
"Apr 03, 2022","1.1086","1.1111","1.1111","1.1086","3.80%"
"Apr 01, 2022","1.0680","1.0570","1.0860","1.0290","3.79%"
"Mar 31, 2022","1.0290","1.0340","1.0470","1.0090","0.19%"
"Mar 30, 2022","1.0270","1.0580","1.0780","1.0240","-1.72%"
"Mar 29, 2022","1.0450","1.0980","1.0980","1.0450","4.71%"
"Mar 28, 2022","0.9980","0.9750","1.0620","0.9650","1.52%"
"Mar 27, 2022","0.9831","0.9831","0.9831","0.9831","-0.29%"
"Mar 25, 2022","0.9860","0.9370","1.0040","0.9290","4.89%"
"Mar 24, 2022","0.9400","0.9550","0.9880","0.9090","1.40%"
"Mar 23, 2022","0.9270","0.9830","1.0110","0.9170","-3.24%"
"Mar 22, 2022","0.9580","0.9830","1.0240","0.9350","5.16%"
"Mar 21, 2022","0.9110","0.8040","0.9170","0.7840","13.29%"
"Mar 20, 2022","0.8041","0.8041","0.8041","0.8041","0.01%"
"Mar 18, 2022","0.8040","0.7910","0.8270","0.7840","1.26%"
"Mar 17, 2022","0.7940","0.8680","0.8710","0.7790","-7.67%"
"Mar 16, 2022","0.8600","0.8760","0.8910","0.8200","1.18%"
"Mar 15, 2022","0.8500","0.8500","0.8630","0.8350","5.07%"
"Mar 14, 2022","0.8090","0.7580","0.8170","0.7580","7.07%"
"Mar 13, 2022","0.7556","0.7505","0.7556","0.7505","0.35%"
"Mar 11, 2022","0.7530","0.7400","0.7760","0.7350","0.67%"
"Mar 10, 2022","0.7480","0.7560","0.8020","0.7350","1.36%"
"Mar 09, 2022","0.7380","0.7530","0.7580","0.7230","2.22%"
"Mar 08, 2022","0.7220","0.7200","0.7530","0.7020","5.56%"
"Mar 07, 2022","0.6840","0.6690","0.7170","0.6560","5.49%"
"Mar 06, 2022","0.6484","0.6612","0.6612","0.6484","-1.16%"
"Mar 04, 2022","0.6560","0.6840","0.7350","0.6380","-1.94%"
"Mar 03, 2022","0.6690","0.6740","0.7280","0.6540","0.45%"
"Mar 02, 2022","0.6660","0.6260","0.6820","0.6180","12.88%"
"Mar 01, 2022","0.5900","0.6920","0.7200","0.5770","-11.14%"
"Feb 28, 2022","0.6640","0.7120","0.7330","0.6510","-3.31%"
"Feb 27, 2022","0.6867","0.7020","0.7020","0.6867","-3.28%"
"Feb 25, 2022","0.7100","0.6840","0.7250","0.6790","7.74%"
"Feb 24, 2022","0.6590","0.7610","0.7840","0.6360","-10.10%"
"Feb 23, 2022","0.7330","0.7430","0.7710","0.7170","2.52%"
"Feb 22, 2022","0.7150","0.6660","0.7200","0.6510","9.85%"
"Feb 21, 2022","0.6509","0.6560","0.6560","0.6407","0.76%"
"Feb 18, 2022","0.6460","0.6540","0.6870","0.6360","-1.52%"
"Feb 17, 2022","0.6560","0.6940","0.7380","0.6480","-4.79%"
"Feb 16, 2022","0.6890","0.7480","0.7760","0.6660","-6.00%"
"Feb 15, 2022","0.7330","0.8090","0.8090","0.7280","-1.61%"
"Feb 14, 2022","0.7450","0.7100","0.7760","0.6990","4.20%"
"Feb 11, 2022","0.7150","0.8170","0.8320","0.6820","-2.05%"
"Feb 10, 2022","0.7300","0.6080","0.7860","0.5870","24.79%"
"Feb 09, 2022","0.5850","0.5950","0.6030","0.5800","-0.85%"
"Feb 08, 2022","0.5900","0.5950","0.6050","0.5800","7.47%"
"Feb 07, 2022","0.5490","0.5800","0.5800","0.5490","-5.26%"
"Feb 06, 2022","0.5795","0.5795","0.5795","0.5795","3.11%"
"Feb 04, 2022","0.5620","0.4830","0.5720","0.4800","17.08%"
"Feb 03, 2022","0.4800","0.4600","0.4930","0.4550","4.35%"
"Feb 02, 2022","0.4600","0.4850","0.5010","0.4570","-5.15%"
"Feb 01, 2022","0.4850","0.5160","0.5180","0.4830","5.43%"
"Jan 31, 2022","0.4600","0.4390","0.4780","0.4370","5.29%"
"Jan 30, 2022","0.4369","0.4293","0.4369","0.4293","0.67%"
"Jan 28, 2022","0.4340","0.4680","0.4680","0.4270","0.00%"
"Jan 27, 2022","0.4340","0.4420","0.4450","0.4190","11.00%"
"Jan 26, 2022","0.3910","0.3940","0.4090","0.3730","0.51%"
