"Date","Price","Open","High","Low","Change %"
"Jan 26, 2023","4.1271","4.1250","4.1353","4.1250","0.00%"
"Jan 25, 2023","4.1271","4.1476","4.1682","4.1250","-1.98%"
"Jan 24, 2023","4.2103","4.2250","4.2550","4.1950","-0.50%"
"Jan 23, 2023","4.2316","4.1830","4.2420","4.1590","1.22%"
"Jan 22, 2023","4.1808","4.1766","4.1808","4.1766","0.10%"
"Jan 20, 2023","4.1766","4.1310","4.2020","4.1260","1.17%"
"Jan 19, 2023","4.1285","4.0850","4.1430","4.0410","1.07%"
"Jan 18, 2023","4.0846","4.2010","4.2170","4.0720","-2.86%"
"Jan 17, 2023","4.2047","4.2410","4.2660","4.1770","-0.85%"
"Jan 16, 2023","4.2406","4.2364","4.2406","4.2364","0.40%"
"Jan 13, 2023","4.2237","4.1360","4.2430","4.1100","1.91%"
"Jan 12, 2023","4.1447","4.2280","4.3290","4.1090","-1.78%"
"Jan 11, 2023","4.2200","4.2490","4.2680","4.2070","-0.64%"
"Jan 10, 2023","4.2472","4.2120","4.2830","4.1990","0.94%"
"Jan 09, 2023","4.2077","4.2790","4.2930","4.1850","-1.18%"
"Jan 08, 2023","4.2578","4.2578","4.2578","4.2578","0.00%"
"Jan 06, 2023","4.2578","4.4620","4.5190","4.2450","-4.61%"
"Jan 05, 2023","4.4638","4.3700","4.4970","4.3660","2.49%"
"Jan 04, 2023","4.3555","4.3820","4.3930","4.3180","-0.57%"
"Jan 03, 2023","4.3803","4.4610","4.4610","4.3430","-1.03%"
"Jan 02, 2023","4.4258","4.4258","4.4258","4.4258","-0.05%"
"Dec 30, 2022","4.4279","4.3760","4.4470","4.3700","1.43%"
"Dec 29, 2022","4.3656","4.3510","4.3860","4.3390","0.19%"
"Dec 28, 2022","4.3574","4.3320","4.3660","4.3280","-0.58%"
"Dec 27, 2022","4.3827","4.3340","4.4450","4.3300","1.18%"
"Dec 26, 2022","4.3317","4.3275","4.3317","4.3275","0.10%"
"Dec 23, 2022","4.3275","4.2800","4.3300","4.2590","1.11%"
"Dec 22, 2022","4.2799","4.2190","4.2820","4.1910","1.34%"
"Dec 21, 2022","4.2232","4.2620","4.2810","4.1980","-1.00%"
"Dec 20, 2022","4.2658","4.2600","4.3140","4.2450","0.04%"
"Dec 19, 2022","4.2641","4.2140","4.2680","4.1690","1.39%"
"Dec 18, 2022","4.2056","4.2014","4.2056","4.2014","0.55%"
"Dec 16, 2022","4.1825","4.2470","4.3000","4.1550","-1.37%"
"Dec 15, 2022","4.2404","4.2350","4.2780","4.1960","0.58%"
"Dec 14, 2022","4.2158","4.2220","4.3160","4.1610","0.04%"
"Dec 13, 2022","4.2141","4.3820","4.4440","4.1390","-3.83%"
"Dec 12, 2022","4.3817","4.3630","4.4090","4.3190","0.52%"
"Dec 11, 2022","4.3589","4.3610","4.3610","4.3589","0.38%"
"Dec 09, 2022","4.3422","4.3180","4.3550","4.2530","0.66%"
"Dec 08, 2022","4.3139","4.2730","4.3260","4.2680","1.16%"
"Dec 07, 2022","4.2644","4.3730","4.3810","4.2350","-2.34%"
"Dec 06, 2022","4.3664","4.3940","4.4120","4.3390","-0.67%"
"Dec 05, 2022","4.3957","4.3110","4.4160","4.2920","2.01%"
"Dec 04, 2022","4.3089","4.3131","4.3131","4.3089","0.58%"
"Dec 02, 2022","4.2841","4.2420","4.4100","4.1810","1.14%"
"Dec 01, 2022","4.2358","4.3250","4.3680","4.2300","-2.15%"
"Nov 30, 2022","4.3287","4.4810","4.5490","4.3120","-3.41%"
"Nov 29, 2022","4.4814","4.4480","4.4900","4.4090","0.83%"
"Nov 28, 2022","4.4443","4.4650","4.4860","4.4240","-0.42%"
"Nov 27, 2022","4.4629","4.4752","4.4752","4.4629","-0.09%"
"Nov 25, 2022","4.4670","4.4420","4.5230","4.4240","0.60%"
"Nov 24, 2022","4.4402","4.4381","4.4443","4.4381","-0.74%"
"Nov 23, 2022","4.4732","4.5160","4.5680","4.4690","-1.09%"
"Nov 22, 2022","4.5227","4.5330","4.5480","4.4900","-0.88%"
"Nov 21, 2022","4.5630","4.5240","4.5670","4.4950","0.90%"
"Nov 20, 2022","4.5223","4.5223","4.5223","4.5223","-0.19%"
"Nov 18, 2022","4.5308","4.4650","4.5390","4.4440","1.58%"
"Nov 17, 2022","4.4605","4.3630","4.4860","4.3480","2.18%"
"Nov 16, 2022","4.3655","4.3360","4.4010","4.3190","0.48%"
"Nov 15, 2022","4.3445","4.4010","4.4080","4.3210","-1.25%"
"Nov 14, 2022","4.3993","4.4100","4.4390","4.3720","-0.24%"
"Nov 13, 2022","4.4098","4.4035","4.4098","4.4035","1.84%"
"Nov 10, 2022","4.3300","4.5800","4.6310","4.2900","-5.49%"
"Nov 09, 2022","4.5816","4.6630","4.6970","4.5650","-1.62%"
"Nov 08, 2022","4.6569","4.7340","4.7410","4.6510","-1.50%"
"Nov 07, 2022","4.7280","4.6750","4.7320","4.6730","1.04%"
"Nov 06, 2022","4.6793","4.6752","4.6793","4.6752","0.45%"
"Nov 04, 2022","4.6584","4.7310","4.8830","4.6440","-1.26%"
"Nov 03, 2022","4.7180","4.6300","4.7450","4.6300","2.31%"
"Nov 02, 2022","4.6114","4.5430","4.6340","4.4390","1.33%"
"Nov 01, 2022","4.5509","4.4910","4.5590","4.4040","1.44%"
"Oct 31, 2022","4.4865","4.4430","4.5220","4.4390","0.98%"
"Oct 30, 2022","4.4431","4.4451","4.4472","4.4431","0.65%"
"Oct 28, 2022","4.4142","4.2860","4.4330","4.2660","3.08%"
"Oct 27, 2022","4.2823","4.4240","4.4640","4.2700","-3.08%"
"Oct 26, 2022","4.4183","4.4550","4.4760","4.3830","-1.22%"
"Oct 25, 2022","4.4728","4.4960","4.5070","4.3960","-0.80%"
"Oct 24, 2022","4.5089","4.4640","4.5280","4.4080","0.97%"
"Oct 23, 2022","4.4658","4.4552","4.4680","4.4552","-0.38%"
"Oct 21, 2022","4.4830","4.6080","4.6390","4.4510","-2.80%"
"Oct 20, 2022","4.6122","4.5690","4.6230","4.5520","1.13%"
"Oct 19, 2022","4.5606","4.4390","4.5650","4.4350","2.93%"
"Oct 18, 2022","4.4307","4.4430","4.4710","4.4030","-0.42%"
"Oct 17, 2022","4.4496","4.4830","4.4920","4.4010","-0.70%"
"Oct 16, 2022","4.4811","4.4790","4.4811","4.4790","-0.33%"
"Oct 14, 2022","4.4959","4.4870","4.5170","4.3970","0.68%"
"Oct 13, 2022","4.4656","4.2990","4.5350","4.2600","3.96%"
"Oct 12, 2022","4.2953","4.3140","4.3350","4.2620","-0.44%"
"Oct 11, 2022","4.3141","4.3140","4.3540","4.2640","0.00%"
"Oct 10, 2022","4.3141","4.3078","4.3141","4.3078","0.05%"
"Oct 07, 2022","4.3120","4.2680","4.3500","4.2560","1.32%"
