"Date","Price","Open","High","Low","Change %"
"Jun 21, 2022","1.0810","1.2230","1.2610","1.0760","-11.78%"
"Jun 20, 2022","1.2254","1.2305","1.2940","1.2254","5.73%"
"Jun 17, 2022","1.1590","1.1160","1.2180","1.1160","15.09%"
"Jun 16, 2022","1.0070","1.1800","1.2230","1.0070","-14.08%"
"Jun 15, 2022","1.1720","1.1970","1.2000","1.1240","1.12%"
"Jun 14, 2022","1.1590","1.1340","1.3270","1.1340","4.79%"
"Jun 13, 2022","1.1060","1.1720","1.1720","1.1060","-3.13%"
"Jun 12, 2022","1.1417","1.1213","1.1417","1.1213","3.23%"
"Jun 10, 2022","1.1060","1.0530","1.1340","1.0400","22.21%"
"Jun 09, 2022","0.9050","0.8950","0.9230","0.8730","4.62%"
"Jun 08, 2022","0.8650","0.8850","0.9030","0.8620","0.93%"
"Jun 07, 2022","0.8570","0.9050","0.9210","0.8570","-1.49%"
"Jun 06, 2022","0.8700","0.8650","0.9080","0.8650","-0.30%"
"Jun 05, 2022","0.8726","0.8726","0.8726","0.8726","0.30%"
"Jun 03, 2022","0.8700","0.8300","0.8960","0.8300","15.08%"
"Jun 02, 2022","0.7560","0.7610","0.7860","0.7460","-0.66%"
"Jun 01, 2022","0.7610","0.7280","0.8190","0.7130","5.69%"
"May 31, 2022","0.7200","0.6670","0.7710","0.6670","8.78%"
"May 30, 2022","0.6619","0.7000","0.7000","0.6086","-5.71%"
"May 27, 2022","0.7020","0.7100","0.7100","0.6570","30.00%"
"May 26, 2022","0.5400","0.5220","0.5730","0.5220","-0.92%"
"May 25, 2022","0.5450","0.5430","0.5580","0.5050","5.83%"
"May 24, 2022","0.5150","0.5480","0.5780","0.5150","-2.28%"
"May 23, 2022","0.5270","0.6540","0.6690","0.5070","-21.59%"
"May 22, 2022","0.6721","0.6492","0.6721","0.6365","4.69%"
"May 20, 2022","0.6420","0.6700","0.6850","0.6370","27.13%"
"May 19, 2022","0.5050","0.5430","0.5530","0.4610","1.61%"
"May 18, 2022","0.4970","0.5880","0.6090","0.4490","-14.75%"
"May 17, 2022","0.5830","0.6670","0.6970","0.5730","-7.61%"
"May 16, 2022","0.6310","0.7000","0.7000","0.6320","-8.52%"
"May 15, 2022","0.6898","0.6822","0.6898","0.6822","0.41%"
"May 13, 2022","0.6870","0.6590","0.7050","0.5910","13.37%"
"May 12, 2022","0.6060","0.5580","0.6260","0.5430","13.91%"
"May 11, 2022","0.5320","0.5500","0.5600","0.5220","0.38%"
"May 10, 2022","0.5300","0.5050","0.5500","0.4870","6.00%"
"May 09, 2022","0.5000","0.4820","0.5270","0.4820","-3.34%"
"May 08, 2022","0.5173","0.5173","0.5173","0.5173","5.79%"
"May 06, 2022","0.4890","0.5170","0.5200","0.4560","9.64%"
"May 05, 2022","0.4460","0.4690","0.5450","0.4210","-2.83%"
"May 04, 2022","0.4590","0.4180","0.4790","0.4180","8.51%"
"May 03, 2022","0.4230","0.4060","0.4440","0.4010","9.87%"
"May 02, 2022","0.3850","0.3730","0.4870","0.3600","-1.41%"
"May 01, 2022","0.3905","0.3905","0.3905","0.3905","5.54%"
"Apr 29, 2022","0.3700","0.3040","0.3930","0.3040","36.53%"
"Apr 28, 2022","0.2710","0.3650","0.4030","0.2710","-20.29%"
"Apr 27, 2022","0.3400","0.3550","0.3980","0.3300","-3.41%"
"Apr 26, 2022","0.3520","0.4280","0.5220","0.3270","-12.66%"
"Apr 25, 2022","0.4030","0.4740","0.4740","0.3960","-20.54%"
"Apr 24, 2022","0.5072","0.4716","0.5072","0.4716","10.02%"
"Apr 22, 2022","0.4610","0.5380","0.6010","0.4590","34.80%"
