"Date","Price","Open","High","Low","Change %"
"Nov 08, 2022","4.5655","4.6520","4.6670","4.5630","-1.86%"
"Nov 07, 2022","4.6521","4.6060","4.6550","4.5940","1.01%"
"Nov 06, 2022","4.6055","4.5823","4.6055","4.5823","0.32%"
"Nov 04, 2022","4.5910","4.6540","4.7330","4.5710","-1.22%"
"Nov 03, 2022","4.6479","4.5730","4.6940","4.5040","1.97%"
"Nov 02, 2022","4.5583","4.4920","4.5760","4.3780","1.22%"
"Nov 01, 2022","4.5035","4.4460","4.5090","4.3320","1.42%"
"Oct 31, 2022","4.4403","4.3940","4.4830","4.3920","1.11%"
"Oct 30, 2022","4.3917","4.3945","4.3945","4.3917","0.59%"
"Oct 28, 2022","4.3660","4.2550","4.4060","4.2330","2.74%"
"Oct 27, 2022","4.2495","4.3910","4.4430","4.2300","-3.11%"
"Oct 26, 2022","4.3857","4.4570","4.4790","4.3690","-1.59%"
"Oct 25, 2022","4.4567","4.5080","4.5140","4.3800","-1.63%"
"Oct 24, 2022","4.5306","4.4990","4.5620","4.4280","0.70%"
"Oct 23, 2022","4.4991","4.4791","4.4991","4.4791","-0.44%"
"Oct 21, 2022","4.5190","4.6410","4.6820","4.4710","-2.87%"
"Oct 20, 2022","4.6523","4.5750","4.6640","4.5470","1.81%"
"Oct 19, 2022","4.5694","4.4390","4.5720","4.4330","3.14%"
"Oct 18, 2022","4.4303","4.4300","4.4670","4.3850","-0.25%"
"Oct 17, 2022","4.4414","4.4840","4.4920","4.3770","-0.82%"
"Oct 16, 2022","4.4781","4.4809","4.4809","4.4781","-0.50%"
"Oct 14, 2022","4.5007","4.4670","4.5230","4.3650","1.14%"
"Oct 13, 2022","4.4498","4.3170","4.5550","4.2610","3.14%"
"Oct 12, 2022","4.3145","4.3450","4.3710","4.2860","-0.80%"
"Oct 11, 2022","4.3495","4.3520","4.4020","4.2940","-0.05%"
"Oct 10, 2022","4.3517","4.3488","4.3517","4.3488","0.07%"
"Oct 07, 2022","4.3488","4.2730","4.3750","4.2650","1.76%"
"Oct 06, 2022","4.2734","4.1660","4.2760","4.1490","2.58%"
"Oct 05, 2022","4.1660","4.0910","4.2290","4.0710","1.56%"
"Oct 04, 2022","4.1022","4.0820","4.1190","3.9960","-0.27%"
"Oct 03, 2022","4.1132","4.2620","4.2620","4.0190","-3.49%"
"Oct 02, 2022","4.2621","4.2593","4.2621","4.2593","-0.54%"
"Sep 30, 2022","4.2852","4.2230","4.3000","4.1440","1.68%"
"Sep 29, 2022","4.2142","4.1850","4.2830","4.1650","1.39%"
"Sep 28, 2022","4.1564","4.3650","4.4200","4.1110","-4.97%"
"Sep 27, 2022","4.3739","4.3990","4.4230","4.2620","-1.03%"
"Sep 26, 2022","4.4193","4.2780","4.4220","4.2470","3.31%"
"Sep 25, 2022","4.2777","4.2663","4.2806","4.2663","1.29%"
"Sep 23, 2022","4.2233","4.1800","4.2890","4.1180","2.18%"
"Sep 22, 2022","4.1332","4.0300","4.1620","4.0140","3.05%"
"Sep 21, 2022","4.0107","3.9280","4.0930","3.8860","1.73%"
"Sep 20, 2022","3.9424","3.9030","3.9590","3.8830","1.02%"
"Sep 19, 2022","3.9026","3.8180","3.9200","3.8180","1.84%"
"Sep 18, 2022","3.8320","3.8320","3.8320","3.8320","0.00%"
"Sep 16, 2022","3.8320","3.8540","3.9020","3.8040","-0.42%"
"Sep 15, 2022","3.8481","3.7970","3.8790","3.7810","1.56%"
"Sep 14, 2022","3.7891","3.7750","3.8390","3.7360","0.97%"
"Sep 13, 2022","3.7528","3.6440","3.7890","3.5300","3.87%"
"Sep 12, 2022","3.6131","3.6040","3.6250","3.5530","0.33%"
"Sep 11, 2022","3.6013","3.6042","3.6042","3.6013","0.00%"
"Sep 09, 2022","3.6013","3.5660","3.6160","3.5040","0.91%"
"Sep 08, 2022","3.5687","3.4940","3.5740","3.4410","2.29%"
"Sep 07, 2022","3.4887","3.5760","3.5910","3.4830","-2.38%"
"Sep 06, 2022","3.5737","3.4770","3.5850","3.4630","2.79%"
"Sep 05, 2022","3.4768","3.4853","3.4853","3.4768","1.16%"
"Sep 02, 2022","3.4371","3.5430","3.5520","3.4090","-3.16%"
"Sep 01, 2022","3.5491","3.5200","3.5950","3.4840","0.89%"
"Aug 31, 2022","3.5177","3.4640","3.5200","3.4390","1.39%"
"Aug 30, 2022","3.4694","3.4380","3.5120","3.4020","0.58%"
"Aug 29, 2022","3.4494","3.4410","3.4940","3.4180","0.25%"
"Aug 28, 2022","3.4407","3.4463","3.4463","3.4407","1.74%"
"Aug 26, 2022","3.3817","3.3750","3.4380","3.3370","0.35%"
"Aug 25, 2022","3.3699","3.3980","3.4060","3.3480","-0.98%"
"Aug 24, 2022","3.4033","3.3420","3.4120","3.3030","1.68%"
"Aug 23, 2022","3.3472","3.3530","3.3920","3.2690","-0.24%"
"Aug 22, 2022","3.3554","3.2880","3.3890","3.2580","2.04%"
"Aug 21, 2022","3.2884","3.2856","3.2884","3.2856","0.59%"
"Aug 19, 2022","3.2690","3.2240","3.3110","3.2240","1.12%"
"Aug 18, 2022","3.2327","3.2770","3.3160","3.2000","-1.43%"
"Aug 17, 2022","3.2796","3.2190","3.3240","3.2020","2.16%"
"Aug 16, 2022","3.2104","3.1060","3.2160","3.1000","2.82%"
"Aug 15, 2022","3.1222","3.1910","3.2130","3.1030","-2.24%"
"Aug 14, 2022","3.1938","3.1938","3.1938","3.1938","0.17%"
"Aug 12, 2022","3.1883","3.1740","3.2050","3.1170","0.43%"
"Aug 11, 2022","3.1745","3.1470","3.2430","3.0650","0.70%"
"Aug 10, 2022","3.1525","3.1830","3.3730","3.0370","-1.64%"
"Aug 09, 2022","3.2050","3.1340","3.2250","3.1200","2.16%"
"Aug 08, 2022","3.1372","3.1910","3.2100","3.1230","-1.58%"
"Aug 07, 2022","3.1877","3.1934","3.1934","3.1877","0.53%"
"Aug 05, 2022","3.1709","2.9690","3.2050","2.9660","6.31%"
"Aug 04, 2022","2.9828","3.0330","3.0670","2.9440","-0.93%"
"Aug 03, 2022","3.0108","3.0160","3.1560","2.9610","-0.09%"
"Aug 02, 2022","3.0136","2.7890","3.0420","2.7330","7.22%"
"Aug 01, 2022","2.8108","2.8390","2.8550","2.7970","-0.89%"
"Jul 31, 2022","2.8359","2.8331","2.8359","2.8331","0.89%"
"Jul 29, 2022","2.8110","2.8140","2.8880","2.7640","0.08%"
"Jul 28, 2022","2.8088","2.9330","2.9860","2.7560","-4.51%"
"Jul 27, 2022","2.9415","3.0030","3.0970","2.9000","-2.21%"
"Jul 26, 2022","3.0081","2.9720","3.0110","2.9080","1.30%"
"Jul 25, 2022","2.9694","2.9640","2.9940","2.9310","0.47%"
"Jul 24, 2022","2.9556","2.9445","3.0330","2.9445","1.14%"
"Jul 22, 2022","2.9224","3.0690","3.1080","2.8700","-4.69%"
"Jul 21, 2022","3.0662","3.2270","3.2690","3.0470","-5.14%"
"Jul 20, 2022","3.2323","3.2430","3.2550","3.1520","-0.25%"
"Jul 19, 2022","3.2405","3.1770","3.2430","3.1410","2.01%"
"Jul 18, 2022","3.1766","3.1320","3.2070","3.1210","1.42%"
"Jul 17, 2022","3.1322","3.1322","3.1322","3.1322","0.00%"
"Jul 15, 2022","3.1322","3.1540","3.1930","3.0910","-0.69%"
"Jul 14, 2022","3.1540","3.1680","3.2760","3.1290","0.09%"
"Jul 13, 2022","3.1512","3.0770","3.2400","3.0630","2.14%"
"Jul 12, 2022","3.0851","3.0990","3.1020","3.0080","-0.56%"
"Jul 11, 2022","3.1024","3.1640","3.1700","3.0430","-1.96%"
"Jul 10, 2022","3.1643","3.1389","3.1672","3.1389","0.81%"
"Jul 08, 2022","3.1389","3.0480","3.1780","3.0090","3.07%"
"Jul 07, 2022","3.0454","3.0170","3.0760","2.9720","1.12%"
"Jul 06, 2022","3.0116","2.8410","3.0170","2.7600","6.52%"
"Jul 05, 2022","2.8273","2.9140","2.9670","2.7740","-2.97%"
"Jul 04, 2022","2.9137","2.8635","2.9137","2.8635","1.75%"
"Jul 01, 2022","2.8635","3.0330","3.0330","2.7610","-4.90%"
"Jun 30, 2022","3.0110","3.0970","3.1250","2.9750","-3.14%"
"Jun 29, 2022","3.1085","3.2060","3.2290","3.1090","-2.88%"
"Jun 28, 2022","3.2007","3.2140","3.2650","3.1840","-0.34%"
"Jun 27, 2022","3.2116","3.1550","3.2480","3.1390","1.87%"
"Jun 26, 2022","3.1526","3.1582","3.1582","3.1526","0.09%"
"Jun 24, 2022","3.1498","3.1160","3.1720","3.0440","1.00%"
"Jun 23, 2022","3.1186","3.1850","3.2300","2.9850","-2.52%"
"Jun 22, 2022","3.1991","3.3550","3.3640","3.1740","-4.41%"
"Jun 21, 2022","3.3467","3.4050","3.4300","3.3410","-1.80%"
"Jun 20, 2022","3.4079","3.4051","3.4079","3.4051","1.76%"
"Jun 17, 2022","3.3491","3.3250","3.4190","3.2760","1.91%"
"Jun 16, 2022","3.2863","3.3830","3.5520","3.2700","-2.23%"
"Jun 15, 2022","3.3611","3.5650","3.5760","3.3390","-6.51%"
"Jun 14, 2022","3.5953","3.5170","3.6180","3.3610","2.80%"
"Jun 13, 2022","3.4973","3.3050","3.5870","3.2830","5.73%"
"Jun 12, 2022","3.3079","3.3106","3.3106","3.3051","2.05%"
"Jun 10, 2022","3.2413","3.0090","3.2470","2.9980","7.90%"
"Jun 09, 2022","3.0039","2.9740","3.0260","2.9460","1.39%"
"Jun 08, 2022","2.9627","2.9350","2.9740","2.9300","1.75%"
"Jun 07, 2022","2.9118","2.9400","2.9650","2.8840","-0.85%"
"Jun 06, 2022","2.9369","2.8500","2.9430","2.8470","3.05%"
"Jun 05, 2022","2.8500","2.8584","2.8584","2.8500","0.00%"
"Jun 03, 2022","2.8500","2.8300","2.8840","2.8160","1.09%"
"Jun 02, 2022","2.8192","2.8280","2.8610","2.8140","-0.19%"
"Jun 01, 2022","2.8247","2.7410","2.8640","2.7300","3.56%"
"May 31, 2022","2.7276","2.7330","2.7610","2.6920","-0.30%"
"May 30, 2022","2.7359","2.7414","2.7414","2.7359","3.56%"
"May 27, 2022","2.6419","2.6340","2.6610","2.6090","0.82%"
"May 26, 2022","2.6204","2.6320","2.6620","2.5820","-0.53%"
"May 25, 2022","2.6343","2.6590","2.6810","2.5990","-0.62%"
"May 24, 2022","2.6508","2.7800","2.7970","2.6320","-5.12%"
"May 23, 2022","2.7939","2.7580","2.8020","2.7390","1.30%"
"May 22, 2022","2.7581","2.7581","2.7581","2.7581","0.80%"
"May 20, 2022","2.7361","2.7800","2.8100","2.7060","-1.29%"
"May 19, 2022","2.7719","2.8240","2.8620","2.7340","-2.32%"
"May 18, 2022","2.8378","2.8930","2.9260","2.8160","-2.18%"
"May 17, 2022","2.9009","2.7470","2.9060","2.7390","5.59%"
"May 16, 2022","2.7472","2.8900","2.8920","2.7230","-5.02%"
"May 15, 2022","2.8924","2.9034","2.9034","2.8924","3.94%"
"May 13, 2022","2.7828","2.7750","2.8290","2.7470","0.39%"
"May 12, 2022","2.7719","2.8400","2.8490","2.7120","-2.22%"
"May 11, 2022","2.8348","2.8240","2.9470","2.7720","1.21%"
"May 10, 2022","2.8008","2.8150","2.8490","2.7420","-0.30%"
"May 09, 2022","2.8091","2.9630","2.9770","2.7810","-5.20%"
"May 08, 2022","2.9633","2.9605","2.9633","2.9605","0.38%"
"May 06, 2022","2.9521","2.9260","2.9690","2.8560","1.38%"
"May 05, 2022","2.9120","2.8310","2.9370","2.8200","2.67%"
"May 04, 2022","2.8362","2.9570","3.0180","2.7920","-4.51%"
"May 03, 2022","2.9703","2.9370","2.9810","2.8890","1.44%"
"May 02, 2022","2.9281","2.9110","2.9390","2.8610","0.78%"
"May 01, 2022","2.9054","2.8971","2.9054","2.8943","0.38%"
"Apr 29, 2022","2.8943","2.7740","2.9220","2.7740","3.92%"
"Apr 28, 2022","2.7852","2.7490","2.8410","2.7130","1.31%"
"Apr 27, 2022","2.7491","2.6800","2.7690","2.6470","3.43%"
"Apr 26, 2022","2.6579","2.8010","2.8600","2.6580","-5.31%"
"Apr 25, 2022","2.8070","2.8570","2.8650","2.7020","-1.64%"
"Apr 24, 2022","2.8539","2.8595","2.8595","2.8539","-0.39%"
"Apr 22, 2022","2.8650","2.9200","2.9760","2.8570","-0.46%"
"Apr 21, 2022","2.8782","2.7820","2.9340","2.7820","3.48%"
"Apr 20, 2022","2.7815","2.8390","2.8590","2.7570","-1.46%"
"Apr 19, 2022","2.8226","2.6690","2.8360","2.6520","5.77%"
"Apr 18, 2022","2.6687","2.7010","2.7460","2.6610","-1.32%"
"Apr 17, 2022","2.7043","2.7098","2.7098","2.7015","0.82%"
"Apr 14, 2022","2.6824","2.5730","2.7010","2.5050","3.92%"
"Apr 13, 2022","2.5813","2.6190","2.6690","2.4860","-1.66%"
"Apr 12, 2022","2.6250","2.7590","2.8000","2.5810","-3.71%"
"Apr 11, 2022","2.7262","2.7570","2.8120","2.7150","-1.00%"
"Apr 10, 2022","2.7538","2.7481","2.7538","2.7481","0.83%"
"Apr 08, 2022","2.7310","2.6610","2.7450","2.6410","2.43%"
"Apr 07, 2022","2.6661","2.6480","2.6690","2.5920","0.14%"
"Apr 06, 2022","2.6625","2.7270","2.7980","2.6310","-1.74%"
"Apr 05, 2022","2.7097","2.5900","2.7320","2.5760","4.49%"
"Apr 04, 2022","2.5932","2.6660","2.6710","2.5850","-2.82%"
"Apr 03, 2022","2.6685","2.6600","2.6685","2.6600","1.18%"
"Apr 01, 2022","2.6375","2.5200","2.6490","2.5200","4.89%"
"Mar 31, 2022","2.5146","2.4780","2.5200","2.4360","1.15%"
"Mar 30, 2022","2.4860","2.5520","2.5670","2.4690","-2.60%"
"Mar 29, 2022","2.5524","2.5540","2.6640","2.5100","-0.73%"
"Mar 28, 2022","2.5712","2.5120","2.6440","2.5010","2.25%"
"Mar 27, 2022","2.5147","2.5231","2.5231","2.5147","-0.22%"
"Mar 25, 2022","2.5203","2.3770","2.5620","2.3520","6.41%"
"Mar 24, 2022","2.3685","2.3210","2.3960","2.3100","2.66%"
"Mar 23, 2022","2.3072","2.3870","2.4120","2.3040","-3.22%"
"Mar 22, 2022","2.3840","2.3200","2.4060","2.3200","2.76%"
"Mar 21, 2022","2.3200","2.1550","2.4500","2.1520","8.21%"
"Mar 20, 2022","2.1439","2.1439","2.1439","2.1439","0.00%"
"Mar 18, 2022","2.1439","2.1070","2.1630","2.0890","1.34%"
"Mar 17, 2022","2.1156","2.1430","2.1620","2.0830","-1.63%"
"Mar 16, 2022","2.1507","2.0500","2.1970","2.0310","5.06%"
"Mar 15, 2022","2.0471","2.0490","2.0790","1.9740","-0.25%"
"Mar 14, 2022","2.0522","1.9600","2.0520","1.9550","4.69%"
"Mar 13, 2022","1.9602","1.9169","1.9710","1.9169","1.97%"
"Mar 11, 2022","1.9223","1.8820","1.9360","1.8470","2.15%"
"Mar 10, 2022","1.8818","1.8470","1.9090","1.8090","1.75%"
"Mar 09, 2022","1.8495","1.7660","1.8550","1.7450","6.07%"
"Mar 08, 2022","1.7436","1.6800","1.7900","1.6750","3.60%"
"Mar 07, 2022","1.6830","1.5460","1.6940","1.5410","8.85%"
"Mar 06, 2022","1.5462","1.6090","1.6090","1.5462","-4.55%"
"Mar 04, 2022","1.6199","1.7070","1.7070","1.5430","-3.40%"
"Mar 03, 2022","1.6769","1.6410","1.7150","1.6250","0.01%"
"Mar 02, 2022","1.6767","1.5220","1.6990","1.4400","12.80%"
"Mar 01, 2022","1.4864","1.6460","1.6710","1.4300","-8.36%"
"Feb 28, 2022","1.6220","1.6840","1.7060","1.6000","-3.55%"
"Feb 27, 2022","1.6817","1.6872","1.6926","1.6817","-4.49%"
"Feb 25, 2022","1.7607","1.7520","1.8130","1.7360","0.19%"
"Feb 24, 2022","1.7573","1.7570","1.7680","1.6380","-1.66%"
"Feb 23, 2022","1.7870","1.7600","1.8060","1.7520","1.71%"
"Feb 22, 2022","1.7569","1.6430","1.7600","1.6320","6.94%"
"Feb 21, 2022","1.6429","1.6375","1.6429","1.6375","-2.09%"
"Feb 18, 2022","1.6780","1.6750","1.7350","1.6610","-1.39%"
"Feb 17, 2022","1.7017","1.7420","1.7580","1.6930","-3.36%"
"Feb 16, 2022","1.7609","1.7980","1.8230","1.7260","-2.38%"
"Feb 15, 2022","1.8039","1.8010","1.8340","1.7770","0.47%"
"Feb 14, 2022","1.7955","1.7440","1.8440","1.7150","4.72%"
"Feb 11, 2022","1.7146","1.8200","1.8520","1.7010","-6.89%"
"Feb 10, 2022","1.8415","1.6310","1.8660","1.5960","13.07%"
"Feb 09, 2022","1.6286","1.6020","1.6370","1.5750","3.29%"
"Feb 08, 2022","1.5767","1.5320","1.5880","1.5320","3.09%"
"Feb 07, 2022","1.5294","1.5430","1.5570","1.5180","-1.05%"
"Feb 06, 2022","1.5456","1.5511","1.5511","1.5456","0.36%"
"Feb 04, 2022","1.5401","1.4320","1.5540","1.4220","7.74%"
"Feb 03, 2022","1.4294","1.3530","1.4380","1.3450","4.82%"
"Feb 02, 2022","1.3637","1.3830","1.3940","1.3500","-1.36%"
"Feb 01, 2022","1.3825","1.3880","1.4180","1.3340","-0.18%"
"Jan 31, 2022","1.3850","1.4060","1.4180","1.3630","-1.72%"
"Jan 30, 2022","1.4093","1.4065","1.4093","1.4065","1.97%"
"Jan 28, 2022","1.3821","1.4220","1.4610","1.3740","-2.63%"
"Jan 27, 2022","1.4194","1.4060","1.4410","1.3870","0.99%"
"Jan 26, 2022","1.4055","1.2760","1.4140","1.2600","10.42%"
