Date,Price,Time to Expiry,Bond Price
2022-01-26,0.391,1.5178082191780822,99.40887042831345
2022-01-27,0.434,1.515068493150685,99.34532506975
2022-01-28,0.434,1.5123287671232877,99.34650505368712
2022-01-30,0.4369,1.5068493150684932,99.3445331805404
2022-01-31,0.46,1.5041095890410958,99.31128662138649
2022-02-01,0.485,1.5013698630136987,99.2753553932908
2022-02-02,0.46,1.4986301369863013,99.31378696719514
2022-02-03,0.48,1.4958904109589042,99.28539836636347
2022-02-04,0.562,1.4931506849315068,99.16552733230922
2022-02-06,0.5795,1.4876712328767123,99.14283586893198
2022-02-07,0.549,1.484931506849315,99.18919436421903
2022-02-08,0.59,1.4821917808219178,99.13059556479841
2022-02-09,0.585,1.4794520547945205,99.1395074621765
2022-02-10,0.73,1.4767123287671233,98.92973114932964
2022-02-11,0.715,1.473972602739726,98.95350322281578
2022-02-14,0.745,1.4657534246575343,98.91596100081253
2022-02-15,0.733,1.463013698630137,98.93528002387012
2022-02-16,0.689,1.4602739726027398,99.00062756796896
2022-02-17,0.656,1.4575342465753425,99.0499638188266
2022-02-18,0.646,1.4547945205479451,99.06610538940133
2022-02-21,0.6509,1.4465753424657535,99.064357602131
2022-02-22,0.715,1.4438356164383561,98.97478993544371
2022-02-23,0.733,1.441095890410959,98.95114693815212
2022-02-24,0.659,1.4383561643835616,99.05814499547564
2022-02-25,0.71,1.4356164383561645,98.98767613757398
2022-02-27,0.6867,1.4301369863013698,99.02439724418562
2022-02-28,0.664,1.4273972602739726,99.05824067304295
2022-03-01,0.59,1.4246575342465753,99.16420180781499
2022-03-02,0.666,1.4219178082191781,99.05903108035177
2022-03-03,0.669,1.4191780821917808,99.05663215148955
2022-03-04,0.656,1.4164383561643836,99.07662649449122
2022-03-06,0.6484,1.4109589041095891,99.09077274469706
2022-03-07,0.684,1.4082191780821918,99.04302982954174
2022-03-08,0.722,1.4054794520547946,98.99218392157034
2022-03-09,0.738,1.4027397260273973,98.97200375599992
2022-03-10,0.748,1.4,98.96019711410361
2022-03-11,0.753,1.3972602739726028,98.9553336458098
2022-03-13,0.7556,1.3917808219178083,98.9558415312459
2022-03-14,0.809,1.389041095890411,98.88479740167887
2022-03-15,0.85,1.3863013698630138,98.83102697782833
2022-03-16,0.86,1.3835616438356164,98.81970861866759
2022-03-17,0.794,1.3808219178082193,98.91176256981485
2022-03-18,0.804,1.378082191780822,98.90033402460995
2022-03-20,0.8041,1.3726027397260274,98.90454720670174
2022-03-21,0.911,1.36986301369863,98.76260783115724
2022-03-22,0.958,1.367123287671233,98.70192131863048
2022-03-23,0.927,1.3643835616438356,98.74606663782934
2022-03-24,0.94,1.3616438356164384,98.7311716463877
2022-03-25,0.986,1.358904109589041,98.67230520229981
2022-03-27,0.9831,1.3534246575342466,98.68147738736756
2022-03-28,0.998,1.3506849315068492,98.66436829680428
2022-03-29,1.045,1.347945205479452,98.60488762880298
2022-03-30,1.027,1.3452054794520547,98.63145978083756
2022-03-31,1.029,1.3424657534246576,98.63159322689003
2022-04-01,1.068,1.3397260273972602,98.58311304478137
2022-04-03,1.1086,1.3342465753424657,98.53576434924831
2022-04-04,1.078,1.3315068493150686,98.57868746569409
2022-04-05,1.147,1.3287671232876712,98.49174761956304
2022-04-06,1.142,1.326027397260274,98.50132729522481
2022-04-07,1.142,1.3232876712328767,98.50440045490014
2022-04-08,1.155,1.3205479452054794,98.49066080230266
2022-04-10,1.1598,1.3150684931506849,98.49069483414166
2022-04-11,1.173,1.3123287671232877,98.47685398080992
2022-04-12,1.188,1.3095890410958904,98.46077967801779
2022-04-13,1.183,1.3068493150684932,98.47037112005704
2022-04-14,1.214,1.3041095890410959,98.43398808670023
2022-04-17,1.2239,1.295890410958904,98.43122835472714
2022-04-18,1.237,1.2931506849315069,98.41794717915772
2022-04-19,1.288,1.2904109589041095,98.35692775478174
2022-04-20,1.283,1.2876712328767124,98.36668002365231
2022-04-21,1.311,1.284931506849315,98.33496933225071
2022-04-22,1.332,1.2821917808219179,98.31218852447421
2022-04-24,1.3317,1.2767123287671234,98.31971452508535
2022-04-25,1.306,1.273972602739726,98.35527632045508
2022-04-26,1.391,1.2712328767123289,98.25327122854488
2022-04-27,1.373,1.2684931506849315,98.27928619557403
2022-04-28,1.37,1.2657534246575342,98.28667726125315
2022-04-29,1.404,1.263013698630137,98.24844520247578
2022-05-01,1.4371,1.2575342465753425,98.21537587438165
2022-05-02,1.406,1.2547945205479452,98.25729516074999
2022-05-03,1.466,1.252054794520548,98.18780352499205
2022-05-04,1.437,1.2493150684931507,98.22705789974997
2022-05-05,1.365,1.2465753424657535,98.31850266739048
2022-05-06,1.36,1.2438356164383562,98.32824073072204
2022-05-08,1.3651,1.2383561643835617,98.3293753971994
2022-05-09,1.347,1.2356164383561643,98.35488665861163
2022-05-10,1.417,1.2328767123287672,98.27423816413025
2022-05-11,1.419,1.2301369863013698,98.27563912281173
2022-05-12,1.412,1.2273972602739727,98.28783131057948
2022-05-13,1.44,1.2246575342465753,98.2581599909538
2022-05-15,1.4345,1.2191780821917808,98.27242789258494
2022-05-16,1.478,1.2164383561643837,98.22466293229556
2022-05-17,1.548,1.2136986301369863,98.14583334860346
2022-05-18,1.532,1.210958904109589,98.16885326693341
2022-05-19,1.502,1.2082191780821918,98.20828086702384
2022-05-20,1.476,1.2054794520547945,98.24286662051244
2022-05-22,1.4988,1.2,98.22410397375386
2022-05-23,1.514,1.1972602739726028,98.21038172912203
2022-05-24,1.502,1.1945205479452055,98.22841412221389
2022-05-25,1.504,1.1917808219178083,98.23011732982037
2022-05-26,1.496,1.189041095890411,98.24342512069168
2022-05-27,1.512,1.1863013698630136,98.22892961216924
2022-05-30,1.4936,1.178082191780822,98.26223064425156
2022-05-31,1.566,1.1753424657534246,98.18328705717762
2022-06-01,1.628,1.1726027397260275,98.11669057709074
2022-06-02,1.63,1.16986301369863,98.11877204237189
2022-06-03,1.656,1.167123287671233,98.09360751335764
2022-06-05,1.6738,1.1616438356164382,98.08235687964435
2022-06-06,1.689,1.158904109589041,98.06970329249809
2022-06-07,1.744,1.1561643835616437,98.01240813526884
2022-06-08,1.77,1.1534246575342466,97.98793699091469
2022-06-09,1.808,1.1506849315068493,97.9502087259806
2022-06-10,1.96,1.1479452054794521,97.78586075970834
2022-06-12,1.9937,1.1424657534246576,97.75903510588161
2022-06-13,2.164,1.1397260273972603,97.57672488901628
2022-06-14,2.396,1.1369863013698631,97.32830811041002
2022-06-15,2.333,1.1342465753424658,97.40342389898869
2022-06-16,2.224,1.1315068493150684,97.52847247836017
2022-06-17,2.229,1.1287671232876713,97.52893849437888
2022-06-20,2.2498,1.1205479452054794,97.5242278578482
2022-06-21,2.387,1.1178082191780823,97.38245621726327
2022-06-22,2.406,1.115068493150685,97.36840062488062
2022-06-23,2.427,1.1123287671232878,97.35230930156477
2022-06-24,2.486,1.1095890410958904,97.29580088056335
2022-06-26,2.5275,1.104109589041096,97.26494801975954
2022-06-27,2.54,1.1013698630136985,97.25841823464208
2022-06-28,2.544,1.0986301369863014,97.26092336995974
2022-06-29,2.515,1.095890410958904,97.29819097447435
2022-06-30,2.505,1.093150684931507,97.31535926040726
2022-07-01,2.509,1.0904109589041096,97.31780457517283
2022-07-04,2.5533,1.082191780821918,97.29167989681693
2022-07-05,2.538,1.0794520547945206,97.31431170703196
2022-07-06,2.585,1.0767123287671232,97.27242120129085
2022-07-07,2.606,1.073972602739726,97.25761000222836
2022-07-08,2.642,1.0712328767123287,97.22749266146022
2022-07-10,2.6548,1.0657534246575342,97.22838576373648
2022-07-11,2.717,1.063013698630137,97.17199245685349
2022-07-12,2.768,1.0602739726027397,97.12735336136629
2022-07-13,2.945,1.0575342465753426,96.95557428738454
2022-07-14,2.924,1.0547945205479452,96.98451019080555
2022-07-15,2.868,1.0520547945205478,97.04856741349414
2022-07-17,2.897,1.0465753424657533,97.0346749220063
2022-07-18,2.933,1.0438356164383562,97.00638548392635
2022-07-19,3.039,1.0410958904109588,96.90869541685113
2022-07-20,3.002,1.0383561643835617,96.95339127881235
2022-07-21,2.96,1.0356164383561643,97.00287014814724
2022-07-22,2.933,1.0328767123287672,97.03734424901222
2022-07-24,2.9491,1.0273972602739727,97.03700767567553
2022-07-25,2.957,1.0246575342465754,97.0370501036334
2022-07-26,2.979,1.021917808219178,97.02335781207547
2022-07-27,2.924,1.0191780821917809,97.0848328964157
2022-07-28,2.84,1.0164383561643835,97.17430955068208
2022-07-29,2.866,1.0136986301369864,97.15656773825432
2022-07-31,2.8918,1.0082191780821919,97.14680371754511
2022-08-01,2.91,1.0054794520547945,97.13692236559739
2022-08-02,2.981,1.0027397260273974,97.07647726972537
2022-08-03,2.989,1.0,97.07669520673915
2022-08-04,2.95,0.9972602739726028,97.12180031619086
2022-08-05,3.064,0.9945205479452055,97.02116357196606
2022-08-07,3.0587,0.989041095890411,97.04234038918173
2022-08-08,3.079,0.9863013698630136,97.03127550207827
2022-08-09,3.146,0.9835616438356164,96.97645138702491
2022-08-10,3.055,0.9808219178082191,97.0700247987934
2022-08-11,3.044,0.9780821917808219,97.08837655689955
2022-08-12,3.067,0.9753424657534246,97.07496140596211
2022-08-14,3.0509,0.9698630136986301,97.10608619423803
2022-08-15,3.074,0.9671232876712329,97.09277570212004
2022-08-16,3.115,0.9643835616438357,97.06308983525577
2022-08-17,3.122,0.9616438356164384,97.06487611435523
2022-08-18,3.093,0.958904109589041,97.09969963887667
2022-08-19,3.116,0.9561643835616438,97.08683816361582
2022-08-21,3.1502,0.9506849315068493,97.07220865830992
