Date,Price,Time to Expiry,Bond Price
2022-01-26,1.1564,3.0164383561643837,108.71000807490674
2022-01-27,1.1882,3.0136986301369864,108.61440432868108
2022-01-28,1.1723,3.010958904109589,108.66680991347872
2022-01-30,1.2001,3.0054794520547947,108.58700052836139
2022-01-31,1.1846,3.0027397260273974,108.6380592052412
2022-02-01,1.1691,3.0,108.68906481924574
2022-02-02,1.1495,2.9972602739726026,106.75989966856216
2022-02-03,1.2019,2.9945205479452053,106.60443195542985
2022-02-04,1.316,2.9917808219178084,106.26373199156339
2022-02-06,1.322,2.9863013698630136,106.25262776156116
2022-02-07,1.2944,2.9835616438356163,106.33892962778424
2022-02-08,1.3455,2.9808219178082194,106.18916328751776
2022-02-09,1.3664,2.978082191780822,106.13017650163124
2022-02-10,1.6092,2.9753424657534246,105.41133339126688
2022-02-11,1.4875,2.9726027397260273,105.7765802574238
2022-02-14,1.5702,2.9643835616438357,105.54333555404844
2022-02-15,1.5774,2.9616438356164383,105.52615530694868
2022-02-16,1.527,2.958904109589041,105.67914733318527
2022-02-17,1.4703,2.956164383561644,105.85078707119872
2022-02-18,1.4696,2.9534246575342467,105.85670061723152
2022-02-21,1.4365,2.9452054794520546,105.9659199953104
2022-02-22,1.5615,2.9424657534246577,105.60162787297982
2022-02-23,1.6056,2.9397260273972603,105.47632767081274
2022-02-24,1.5777,2.936986301369863,105.56226366006281
2022-02-25,1.5697,2.9342465753424656,105.58981186705029
2022-02-27,1.4881,2.9287671232876713,105.83700500637815
2022-02-28,1.4363,2.926027397260274,105.99282839921405
2022-03-01,1.3327,2.9232876712328766,106.3009881282538
2022-03-02,1.5139,2.9205479452054797,105.77322650717296
2022-03-03,1.526,2.9178082191780823,105.74184895531693
2022-03-04,1.4899,2.915068493150685,105.85119656047092
2022-03-06,1.4277,2.9095890410958902,106.0405132766626
2022-03-07,1.5563,2.9068493150684933,105.66967577279443
2022-03-08,1.6008,2.904109589041096,105.54460248449479
2022-03-09,1.6757,2.9013698630136986,105.3320381037732
2022-03-10,1.7024,2.8986301369863012,105.25932911727932
2022-03-11,1.746,2.8958904109589043,105.13816080639431
2022-03-13,1.7868,2.8904109589041096,105.0300585297181
2022-03-14,1.865,2.8876712328767122,104.81076216992193
2022-03-15,1.8511,2.884931506849315,104.85530931441807
2022-03-16,1.9482,2.882191780821918,104.58319833688435
2022-03-17,1.9159,2.8794520547945206,104.68015402829086
2022-03-18,1.9423,2.8767123287671232,104.61001596806683
2022-03-20,1.9423,2.871232876712329,104.62003503399657
2022-03-21,2.1174,2.8684931506849316,104.1299635936571
2022-03-22,2.1662,2.8657534246575342,103.99804063064633
2022-03-23,2.0982,2.863013698630137,104.19488439707118
2022-03-24,2.1346,2.8602739726027395,104.09790708604378
2022-03-25,2.2843,2.8575342465753426,103.68403032399743
2022-03-27,2.278,2.852054794520548,103.71327151669279
2022-03-28,2.3361,2.8493150684931505,103.55726644310143
2022-03-29,2.3727,2.8465753424657536,103.46152597183217
2022-03-30,2.3123,2.8438356164383563,103.63531770946777
2022-03-31,2.3346,2.841095890410959,103.57929866668178
2022-04-01,2.4625,2.8383561643835615,103.23128539142316
2022-04-03,2.4909,2.8328767123287673,103.16553169960125
2022-04-04,2.4181,2.83013698630137,103.37245173346776
2022-04-05,2.5241,2.8273972602739725,103.08693198120136
2022-04-06,2.4837,2.824657534246575,103.20428674165552
2022-04-07,2.4677,2.8219178082191783,103.2545384766065
2022-04-08,2.5156,2.819178082191781,103.12943091723777
2022-04-10,2.5444,2.813698630136986,103.06343902628775
2022-04-11,2.4996,2.8109589041095893,103.19233073654324
2022-04-12,2.4054,2.808219178082192,103.4564848212107
2022-04-13,2.3645,2.8054794520547945,103.57469252380314
2022-04-14,2.456,2.802739726027397,103.33039559450663
2022-04-17,2.4849,2.7945205479452055,103.27042602994017
2022-04-18,2.4459,2.791780821917808,103.38288143405141
2022-04-19,2.5977,2.789041095890411,102.97707468227188
2022-04-20,2.5753,2.786301369863014,103.04427718753152
2022-04-21,2.6739,2.7835616438356166,102.78451372156799
2022-04-22,2.6777,2.780821917808219,102.781035357614
2022-04-24,2.6609,2.7753424657534245,102.83976246878869
2022-04-25,2.6278,2.7726027397260276,102.93552176485755
2022-04-26,2.4815,2.76986301369863,103.33646056524668
2022-04-27,2.591,2.767123287671233,103.04774824401012
2022-04-28,2.6294,2.7643835616438355,102.95118880823941
2022-04-29,2.7309,2.7616438356164386,102.68609714959871
2022-05-01,2.743,2.756164383561644,102.66760667246862
2022-05-02,2.7311,2.7534246575342465,102.70625116792742
2022-05-03,2.7844,2.750684931506849,102.57129041581231
2022-05-04,2.6543,2.747945205479452,102.92469092738918
