5.203359726552129194e-01 5.438913518693748728e-01 9.214282243321866517e+00 3.490572586164411462e+01 -1.146090388543997252e+00 9.472494466637663146e-01 4.664213141438318111e+00
3.387477667812865967e-01 5.662781863210065714e-01 8.855856409165561161e+00 3.442300977069063350e+01 -1.021825703657984974e+00 9.345551907610740727e-01 4.644093867365992168e+00
4.091853869393590193e-01 7.714479978107685598e-01 9.106765137865217241e+00 3.498660921327011408e+01 -1.458928947835615775e+00 1.097230879940730208e+00 4.649040263457001387e+00
5.526381025699532712e-01 8.266243348091758536e-01 8.534750138565796007e+00 3.461742981000590902e+01 -1.070950033566848036e+00 2.695939915632301620e-01 4.978032542536756644e+00
4.800611810463374929e-01 7.298656718838759661e-01 9.250326351871047237e+00 3.486797130119634858e+01 -1.449359907353131582e+00 1.180379956211401016e+00 4.751562924839084268e+00
5.498740839129981905e-01 6.558837012514016074e-01 8.499677437658249346e+00 3.467319630955788057e+01 -1.224860388107172904e+00 1.183357541367625387e+00 4.729270686407269331e+00
3.205442847910610071e-01 8.009181984311283253e-01 9.204518346127331441e+00 3.455534858582552005e+01 -1.413200940463625210e+00 8.934821829920929215e-01 4.732148961701741818e+00
6.037801168040866084e-01 6.571549401413808722e-01 8.690612723063141587e+00 3.447608863465266893e+01 -1.135104291863596959e+00 6.040878024607216901e-01 4.747027749412951358e+00
1.587054596014717822e-01 6.339443895468319656e-01 8.944071436500987460e+00 3.484379171637380068e+01 -1.195136024333583125e+00 7.031350502001588731e-01 4.487942740473410907e+00
6.040819030607211815e-01 6.822185379660140603e-01 8.486675406691505330e+00 3.494953062659001830e+01 -1.145458466629285521e+00 6.846630881812876268e-01 4.797034846605679803e+00
4.725841824074447639e-01 7.502198824619110695e-01 8.497114805309601948e+00 3.503207038103409587e+01 -1.100555483614181540e+00 9.613257584532798328e-01 4.707002516729068553e+00
5.397487536660645624e-01 3.841237553331045551e-01 8.356301844617764374e+00 3.444511054823801999e+01 -1.479387198924710933e+00 3.729530789409281621e-01 4.995820721682107113e+00
3.298705693047055965e-01 6.351519422247947633e-01 9.358618742668063817e+00 3.459778857450177014e+01 -1.300828670823415356e+00 1.121534555526555677e+00 4.598827220485038225e+00
3.837063676313411942e-01 5.011635854621937503e-01 8.638728187488915466e+00 3.481810062959628738e+01 -1.084978275704932660e+00 7.256663190437220301e-01 4.952501073854960190e+00
4.877545469601227146e-01 1.486109550475207097e+00 8.567144172984187733e+00 3.457892589759320146e+01 -1.019435832815448695e+00 5.643264267225304165e-01 4.990451193364478399e+00
4.652605472249485841e-01 7.060978795786744255e-01 8.851553389096190827e+00 3.500478494182070932e+01 -1.047253402605130335e+00 3.989644610641814859e-01 5.024488983182165747e+00
3.702502967853089633e-01 6.934863175007772718e-01 8.908019876501924728e+00 3.485631792921645911e+01 -1.380594886210552374e+00 7.132194413408111666e-01 4.892808494085356230e+00
4.425305688823748529e-01 6.988327655301476149e-01 8.644251099198987376e+00 3.500376046953464737e+01 -1.107389664718716027e+00 1.052602897798039949e+00 4.830561842209485590e+00
4.962879040031339395e-01 7.788866001224177271e-01 8.503874153088238685e+00 3.492181124329476916e+01 -1.351236745450664634e+00 1.181648880104445576e+00 4.876302719274049124e+00
4.837352339855565120e-01 6.325220001452335206e-01 8.693615349816520066e+00 3.432952267796513013e+01 -1.270541023966571537e+00 4.921618550140616777e-01 4.828489131368796983e+00
4.813379739484818787e-01 3.850436935303204189e-01 9.125200359365937430e+00 3.510742136521530909e+01 -1.061448979433528672e+00 8.640559583331031135e-01 4.701864098193609287e+00
4.766048068452354847e-01 3.049402462859991947e-01 8.866598870863297677e+00 3.490323444641631312e+01 -1.120519259643989685e+00 4.875104021759794626e-01 4.786584898618326811e+00
2.303210273716169154e-01 6.073765943928501887e-01 8.251353733833532544e+00 3.491932674429574490e+01 -1.318729761475653461e+00 2.968326391196320913e-01 4.587752655195338924e+00
3.800324958473286219e-01 4.386200036342273179e-01 9.232646978220047984e+00 3.486030520624925799e+01 -1.150584332687509592e+00 4.389410309568698709e-01 4.869499327795572263e+00
3.230081399259672748e-01 6.792237264473158787e-01 8.747943561882228991e+00 3.495120985826561366e+01 -1.296820512236526612e+00 1.120587510615520088e+00 4.970074777394562382e+00
3.835846132491918525e-01 1.035961728841536367e+00 9.085575582535430073e+00 3.458704558403123741e+01 -1.394477415440479096e+00 5.362689508976538066e-01 4.891795044133235848e+00
2.166876749196291752e-01 5.875649681554029335e-01 9.376606730020183633e+00 3.477310969214979508e+01 -1.100653387926675331e+00 7.601086366038666275e-01 4.690251040595064147e+00
6.011190095215370732e-01 1.170425302992932792e+00 8.444396713140440269e+00 3.442003620156291532e+01 -1.496100448928253002e+00 9.168888272587422117e-01 4.992377453041137336e+00
5.060155426230195097e-01 7.364067727702995336e-01 8.896225404333685916e+00 3.460171725546801724e+01 -1.170978895427704503e+00 9.257874268921065797e-01 4.521517234380970862e+00
5.467061509046990952e-01 1.087716419025109849e+00 9.172244454477811004e+00 3.482968381533319047e+01 -1.163762621542262510e+00 9.023400920313597862e-01 4.941184747255110032e+00
4.155696652962630466e-01 1.133849528328544798e+00 9.099495265892302953e+00 3.470776163062261332e+01 -1.033148454401035199e+00 3.981073144035489619e-01 4.767449365323392030e+00
4.858607291985179710e-01 5.571410167054265949e-01 8.384519176052917189e+00 3.475979382410142193e+01 -1.314449795362723439e+00 1.191277461002911764e+00 4.951756194432292979e+00
5.027150014602347339e-01 6.907203013939570146e-01 8.541054222256498463e+00 3.489017269229406537e+01 -1.037290843181513988e+00 1.107947157062671106e+00 4.954727979872016519e+00
6.961780012184293209e-01 1.120022401052086503e+00 8.602199049209815485e+00 3.490270141265166615e+01 -9.930589732052856888e-01 5.795554865689193091e-01 4.986885994661504284e+00
4.095087250390542222e-01 7.782908280757669939e-01 8.762524702005407562e+00 3.482113301701517827e+01 -1.061668501764245764e+00 1.098414937577044670e+00 4.679956132497120613e+00
3.957552223852210393e-01 8.116421238549691441e-01 8.925420781153029282e+00 3.489659548544136669e+01 -1.409889069524244976e+00 3.429969858041638231e-01 4.536397121005269817e+00
3.006996482645131197e-01 5.968763027716400549e-01 8.831378083456426609e+00 3.473322004258023554e+01 -1.015577913938372046e+00 9.842816811954977485e-01 4.801417590237242905e+00
4.364370867783536889e-01 7.105404745401104893e-01 8.784926735094664707e+00 3.471825883564719817e+01 -1.437454761086796484e+00 1.090713260230931958e+00 4.676766791173008642e+00
1.496961374416643786e-01 3.825958163193487471e-01 8.902859114163421239e+00 3.489367682643634794e+01 -9.993326356947196398e-01 8.491607818540979347e-01 4.539725523021687970e+00
5.204088937934226999e-01 5.849996311991800813e-01 8.615781315992077083e+00 3.499060587886165052e+01 -1.351150335072845099e+00 2.507916854709629773e-01 4.682736438651803113e+00
3.219455701354714261e-01 6.491348939699733700e-01 8.814921086982192122e+00 3.462646406091256068e+01 -1.192651569490286390e+00 8.073745668318642599e-01 4.913854063355632462e+00
3.019124042562208454e-01 7.264638640622697041e-01 8.597268420185558924e+00 3.510074256944180604e+01 -1.254141176283746661e+00 9.040646774353637838e-01 4.927927990647744672e+00
3.405791510332323302e-01 4.001098492979089927e-01 9.441193973326702960e+00 3.512815155173518633e+01 -1.325049834986234076e+00 9.275594015789170310e-01 4.634829051499131047e+00
2.680835329155375479e-01 6.873991781680129920e-01 9.090059326957337760e+00 3.467475011671421470e+01 -1.419842369642412949e+00 7.856711527861661715e-01 4.907320061891057961e+00
4.447912589447745590e-01 5.213320280533995099e-01 8.630797745018961464e+00 3.461389321332244151e+01 -1.328483566607488342e+00 1.063918340957204167e+00 4.607168454994794438e+00
2.975033055633004020e-01 4.785853942685202034e-01 8.393776558126273102e+00 3.483245484307618511e+01 -1.410432379748865817e+00 7.453673312555457731e-01 4.473246285134948153e+00
3.875771542908925116e-01 6.696049254878567725e-01 9.216912648342299619e+00 3.485122322311325860e+01 -1.071059148266949590e+00 1.151341945992200300e+00 4.830082675196368136e+00
2.562043695346635785e-01 9.950345814103679354e-01 8.559019215251074897e+00 3.497689393726187745e+01 -1.229638437221780345e+00 4.491372276841429922e-01 4.685283739365761591e+00
4.532521866463707916e-01 7.242269028749938053e-01 8.866249155020270223e+00 3.476525974202901637e+01 -1.356999750994802856e+00 4.005772731217013272e-01 4.678732476822636599e+00
4.167309936285181760e-01 4.796454343983458379e-01 8.692057761185676412e+00 3.462473720733404292e+01 -1.283511557346759924e+00 3.619381583970011640e-01 4.937789308637509755e+00
3.293129372037526537e-01 5.678557276338574988e-01 8.632415367544801654e+00 3.444458978349723566e+01 -1.193020744624949225e+00 6.081775363972001802e-01 4.951127009744655361e+00
3.038951022848743189e-01 5.757690744379421188e-01 8.757903209778451270e+00 3.496222464318446299e+01 -1.438953219353766411e+00 3.307759384071864983e-01 4.720263757736416821e+00
3.544826397232692661e-01 7.299690752980318997e-01 8.728878493861751409e+00 3.449533977750390790e+01 -1.018123784399024068e+00 7.317753428756158529e-01 4.746035154485253038e+00
2.547928267320518358e-01 6.346253171923723624e-01 8.609664702756715471e+00 3.489728495181940104e+01 -1.230963226834564272e+00 2.389880902221377668e-01 4.953574531401203629e+00
3.287735767266637965e-01 6.177154403721510922e-01 8.644288523045879913e+00 3.462351401782457572e+01 -1.072275764227784034e+00 4.739284807962739210e-01 4.791708421574629284e+00
5.837322733586300938e-01 6.924096025505425134e-01 8.470702775684975094e+00 3.471549410485948073e+01 -1.433115205546555471e+00 1.009428298982752770e+00 4.949795344662330621e+00
3.541848053589998213e-01 3.970872153030566287e-01 9.065725109760929712e+00 3.459235739054815184e+01 -1.224907170325701955e+00 4.644400662696151483e-01 4.537236808887265660e+00
