9.487182577150651830e-02 6.453742068444202618e-01 2.996353240216255778e-02 1.742589923950270958e-01
7.172756880754031783e-02 9.242683729883088839e-01 8.718952506525344537e-02 9.028407847705809119e-02
1.596261475848024247e-01 9.289144144152067240e-01 1.551357223684507285e-02 1.088090210164828348e-01
8.054041980743166518e-02 9.106538959869987515e-01 7.615664523326161339e-02 1.472888135683822208e-01
1.110291926944309143e-01 7.930526535572072211e-01 6.977629453823926131e-02 6.217221043579469753e-02
1.125802234527904094e-01 9.431138779517764803e-01 1.045482401838920272e-01 7.260721003241871196e-02
9.112963308147994934e-02 9.312641671188162107e-01 8.924225220032870609e-02 7.629301467597109088e-02
9.621761004858520039e-02 1.001811253818411407e+00 2.574423538206333309e-02 9.158648310298650452e-02
1.430820783131287466e-01 9.304711665241348628e-01 1.050813901803693690e-01 1.311773343426097804e-01
9.805048602673574476e-02 8.596528872595808890e-01 5.229703493310780549e-02 1.037165062452184011e-01
9.516735535547386771e-02 1.048143579222393873e+00 7.525741414070674651e-02 1.404609030732915931e-01
9.035189606180396571e-02 6.922071519867313283e-01 7.073576376275010624e-02 8.378717272178110020e-02
1.096641453386545534e-01 6.020536258708942823e-01 1.217233492862582062e-01 1.806385586806241728e-01
1.197011215098482406e-01 6.263615410336107470e-01 3.047690070832646814e-02 7.865137446688733047e-02
1.387629030495664273e-01 5.384051765364322728e-01 5.407826490913044543e-02 1.696792934740688763e-01
9.348763101550602861e-02 9.594908673531580279e-01 1.270585376037510483e-01 7.849197414196931732e-02
5.977867797674653316e-02 5.958573430302280816e-01 7.622275852876748969e-02 1.617296144957476312e-01
8.751481406661991425e-02 8.281052445346086532e-01 3.424045568667813400e-02 8.684004496677659446e-02
1.305482764864237533e-01 5.381171933812032293e-01 6.714248036393097308e-02 1.155438962752798893e-01
1.417633741206603126e-01 5.718872984114720115e-01 5.990395144730928552e-03 1.288187420526530347e-01
9.701133375807291515e-02 6.990134892404646916e-01 4.649384486576969844e-02 8.208460702381051299e-02
1.209015590492126258e-01 6.264800014093575564e-01 3.708778225682673318e-02 1.364315404506132867e-01
1.361479813827590479e-01 9.462159297205855468e-01 4.159279234867074154e-02 1.063880054616875709e-01
1.110119036781949398e-01 8.509934882654638377e-01 1.161888656188154317e-01 1.260664230453411860e-01
1.337070462134313797e-01 8.438358439562303470e-01 7.927744990789017954e-02 4.564258068368000354e-02
1.623780221821016778e-01 8.347433621016406846e-01 1.181618716983928868e-01 1.388580346396163789e-01
1.712432569561075646e-01 9.217920750639870819e-01 1.048937844585328023e-02 1.664981097267754229e-01
7.807112864283483056e-02 6.814514605554075066e-01 8.580712838016173183e-02 1.177823623132155384e-01
6.750995613008904661e-02 5.757072390609063728e-01 5.137396298450040699e-02 1.103375800895786962e-01
5.694172386228203014e-02 1.015952643452121551e+00 1.119426833611395361e-01 1.966049181454091188e-01
1.039100061574269179e-01 9.368431896852974505e-01 8.729010218619885630e-02 6.001701928688430582e-02
6.012261774237166734e-02 7.717455107391928415e-01 7.542770481104549285e-02 8.876144927276317931e-02
