1.268493150684931514e+00 0.000000000000000000e+00 2.000000000000000042e-03 -7.473489747031721031e-02 4.915265125719450623e+00 3.847348839134722698e-01
1.265753424657534154e+00 0.000000000000000000e+00 2.049999999999999739e-03 -7.509391168379923875e-02 4.914906111583881909e+00 3.850938980814062051e-01
1.263013698630137016e+00 0.000000000000000000e+00 1.899999999999999996e-03 -7.628411500647193366e-02 4.913715908546758548e+00 3.862841012371420746e-01
1.257534246575342296e+00 0.000000000000000000e+00 1.978000000000000157e-03 -7.669956355433642237e-02 4.913300460108794177e+00 3.866995497207563748e-01
1.254794520547945158e+00 0.000000000000000000e+00 1.850000000000000082e-03 -7.777017880955168494e-02 4.912229845166123710e+00 3.877701647932556561e-01
1.252054794520548020e+00 0.000000000000000000e+00 2.160000000000000028e-03 -7.658370799698137332e-02 4.913416315596315087e+00 3.865836942042266688e-01
1.249315068493150882e+00 0.000000000000000000e+00 1.930000000000000075e-03 -7.817693178158756362e-02 4.911823092378658551e+00 3.881769176573894864e-01
1.246575342465753522e+00 0.000000000000000000e+00 2.049999999999999739e-03 -7.797200258062300660e-02 4.912028021499073027e+00 3.879719885035103344e-01
1.243835616438356162e+00 0.000000000000000000e+00 2.379999999999999737e-03 -7.669727986075784709e-02 4.913302743665572514e+00 3.866972661071467754e-01
1.238356164383561664e+00 0.000000000000000000e+00 2.358999999999999986e-03 -7.763415612499804941e-02 4.912365867850589041e+00 3.876341421087505235e-01
1.235616438356164304e+00 0.000000000000000000e+00 2.230000000000000211e-03 -7.870326740224142803e-02 4.911296757139663072e+00 3.887032530549184850e-01
1.232876712328767166e+00 0.000000000000000000e+00 2.839999999999999643e-03 -7.603084684046554353e-02 4.913969176138530237e+00 3.860308334068270342e-01
1.230136986301369806e+00 0.000000000000000000e+00 2.790000000000000379e-03 -7.670349051916112992e-02 4.913296532894331214e+00 3.867034768315137372e-01
1.227397260273972890e+00 0.000000000000000000e+00 4.089999999999999886e-03 -7.058838375296702661e-02 4.919411635316571108e+00 3.805883726048170379e-01
1.224657534246575308e+00 0.000000000000000000e+00 3.729999999999999809e-03 -7.282736766628306047e-02 4.917172653154954887e+00 3.828273554940793133e-01
1.216438356164383672e+00 0.000000000000000000e+00 3.910000000000000281e-03 -7.322431887494745828e-02 4.916775702289304384e+00 3.832243065022155615e-01
1.213698630136986312e+00 0.000000000000000000e+00 4.159999999999999636e-03 -7.241656666678740473e-02 4.917583453726263265e+00 3.824165547449037694e-01
1.210958904109588952e+00 0.000000000000000000e+00 3.830000000000000071e-03 -7.448646691610419368e-02 4.915513555658635347e+00 3.844864537187925313e-01
1.208219178082191814e+00 0.000000000000000000e+00 3.650000000000000033e-03 -7.580817746250480271e-02 4.914191846649908157e+00 3.858081633662617249e-01
1.205479452054794454e+00 0.000000000000000000e+00 3.579999999999999849e-03 -7.658333313370202511e-02 4.913416691974744843e+00 3.865833184551732971e-01
1.197260273972602818e+00 0.000000000000000000e+00 3.449999999999999942e-03 -7.850730549655594859e-02 4.911492722340405237e+00 3.885072892229259334e-01
1.194520547945205680e+00 0.000000000000000000e+00 3.549999999999999770e-03 -7.844640378858892815e-02 4.911553623953049730e+00 3.884463875706842817e-01
1.191780821917808320e+00 0.000000000000000000e+00 3.549999999999999770e-03 -7.887518165656043356e-02 4.911124846826685264e+00 3.888751650051101016e-01
1.189041095890410960e+00 0.000000000000000000e+00 3.220000000000000206e-03 -8.090880706985818793e-02 4.909091225293170879e+00 3.909087881502681938e-01
1.186301369863013599e+00 0.000000000000000000e+00 3.479999999999999587e-03 -8.007226559798466536e-02 4.909927765006996125e+00 3.900722477061574489e-01
1.180821917808219101e+00 0.000000000000000000e+00 3.348999999999999547e-03 -8.156060381745183774e-02 4.908439430237959478e+00 3.915605839084805306e-01
1.178082191780821963e+00 0.000000000000000000e+00 3.220000000000000206e-03 -8.260847926879616443e-02 4.907391557463078868e+00 3.926084577951485799e-01
1.175342465753424603e+00 0.000000000000000000e+00 3.320000000000000034e-03 -8.255282662390012183e-02 4.907447209951112832e+00 3.925528052419531289e-01
1.172602739726027687e+00 0.000000000000000000e+00 3.350000000000000113e-03 -8.283512040208471094e-02 4.907164917052203812e+00 3.928350985061077605e-01
1.169863013698630105e+00 0.000000000000000000e+00 3.650000000000000033e-03 -8.182753958331336064e-02 4.908172494406139563e+00 3.918275197128965326e-01
1.167123287671232967e+00 0.000000000000000000e+00 3.350000000000000113e-03 -8.368799680527849727e-02 4.906312044212306489e+00 3.936879728261811207e-01
1.161643835616438247e+00 0.000000000000000000e+00 3.297999999999999717e-03 -8.478770242673062951e-02 4.905212343125502805e+00 3.947876757966566341e-01
1.158904109589041109e+00 0.000000000000000000e+00 3.400000000000000244e-03 -8.473061105706122809e-02 4.905269434236232406e+00 3.947305845783669054e-01
1.156164383561643527e+00 0.000000000000000000e+00 3.749999999999999861e-03 -8.350532959004342004e-02 4.906494709573553159e+00 3.935053066948032696e-01
1.153424657534246611e+00 0.000000000000000000e+00 3.810000000000000019e-03 -8.365404660112454871e-02 4.906345993377374093e+00 3.936540232294897246e-01
1.150684931506849251e+00 0.000000000000000000e+00 3.959999999999999978e-03 -8.338166423256875015e-02 4.906618374096874291e+00 3.933816418249842517e-01
1.147945205479451891e+00 0.000000000000000000e+00 3.959999999999999978e-03 -8.381524472104995294e-02 4.906184796506565249e+00 3.938152206191742888e-01
1.142465753424657615e+00 0.000000000000000000e+00 3.856000000000000053e-03 -8.516706679518268319e-02 4.904832984360098180e+00 3.951670368895339736e-01
1.139726027397260477e+00 0.000000000000000000e+00 4.239999999999999845e-03 -8.381512965037844765e-02 4.906184910841761670e+00 3.938151059784719132e-01
1.136986301369863117e+00 0.000000000000000000e+00 4.640000000000000027e-03 -8.239921556435610139e-02 4.907600812990416728e+00 3.923991988711145740e-01
1.134246575342465757e+00 0.000000000000000000e+00 4.590000000000000330e-03 -8.307175685391486597e-02 4.906928277740633781e+00 3.930717366297797888e-01
1.131506849315068397e+00 0.000000000000000000e+00 3.959999999999999978e-03 -8.641679772092063228e-02 4.903583268526507943e+00 3.964167589922949486e-01
1.128767123287671259e+00 0.000000000000000000e+00 4.139999999999999583e-03 -8.602248133939423280e-02 4.903977581547684039e+00 3.960224445752515421e-01
1.123287671232876761e+00 0.000000000000000000e+00 4.085000000000000089e-03 -8.714557727469506021e-02 4.902854496122545314e+00 3.971455343662412818e-01
1.120547945205479401e+00 0.000000000000000000e+00 4.919999999999999894e-03 -8.377207219281676553e-02 4.906227968628773972e+00 3.937720483283109196e-01
1.117808219178082485e+00 0.000000000000000000e+00 5.380000000000000233e-03 -8.212646777197213366e-02 4.907873558971837191e+00 3.921264521374251411e-01
1.115068493150684903e+00 0.000000000000000000e+00 4.969999999999999592e-03 -8.443510955364963433e-02 4.905564937668097869e+00 3.944350819475638259e-01
1.112328767123287765e+00 0.000000000000000000e+00 5.199999999999999761e-03 -8.384050471716332498e-02 4.906159537222890776e+00 3.938404801987887560e-01
1.109589041095890405e+00 0.000000000000000000e+00 5.380000000000000233e-03 -8.347712752729860575e-02 4.906522910872707754e+00 3.934771050784606761e-01
1.104109589041095907e+00 0.000000000000000000e+00 5.228000000000000008e-03 -8.505929059741793030e-02 4.904940764639293072e+00 3.950592583057241369e-01
1.101369863013698325e+00 0.000000000000000000e+00 5.560000000000000706e-03 -8.402283912018559953e-02 4.905977204798038116e+00 3.940228134453610531e-01
1.098630136986301409e+00 0.000000000000000000e+00 5.739999999999999443e-03 -8.367254414507829807e-02 4.906327495686772622e+00 3.936725208591776437e-01
1.095890410958904049e+00 0.000000000000000000e+00 5.380000000000000233e-03 -8.572824819688067144e-02 4.904271817522336541e+00 3.957282097770263851e-01
1.093150684931506911e+00 0.000000000000000000e+00 5.199999999999999761e-03 -8.697728066114505940e-02 4.903022799869789949e+00 3.969772335822484566e-01
