3.972602739726027288e+00 3.874999999999999972e-02 1.405499999999999979e-02 7.354079706815487560e-02 7.365060233746782703e-02 5.059977504670430726e+00 4.938500888715339876e+00 2.381159736100777746e-01 2.375507867443026333e-01 -3.708508226012634246e-02
3.969863013698629928e+00 3.874999999999999972e-02 1.430451972573984314e-02 7.379031672974678546e-02 7.390012198570211632e-02 5.060227021484933196e+00 4.938251402001572643e+00 2.378664541749185013e-01 2.373012675760260426e-01 -3.733459630434786403e-02
3.967123287671233012e+00 3.874999999999999972e-02 1.365763184231371177e-02 7.314342896195269450e-02 7.325323424198616762e-02 5.059580138849268494e+00 4.938898230376659093e+00 2.385133415345489505e-01 2.379481544545779259e-01 -3.668771866237376805e-02
3.961643835616438292e+00 3.874999999999999972e-02 1.384769442182717455e-02 7.333349147557395586e-02 7.344329674188661283e-02 5.059770198438382494e+00 4.938708201706836221e+00 2.383232792535174838e-01 2.377580924476861979e-01 -3.687777540587816594e-02
3.958904109589040932e+00 3.874999999999999972e-02 1.359817469608732947e-02 7.308397181398204601e-02 7.319377709365232354e-02 5.059520681623880023e+00 4.938957688420603453e+00 2.385727986886767571e-01 2.380076116159627886e-01 -3.662826136165664437e-02
3.956164383561644016e+00 3.874999999999999972e-02 1.384769442182717629e-02 7.333349147557394199e-02 7.344329674188661283e-02 5.059770198438382494e+00 4.938708201706836221e+00 2.383232792535174838e-01 2.377580924476861979e-01 -3.687777540587816594e-02
3.953424657534247100e+00 3.874999999999999972e-02 1.344434593963651781e-02 7.293014306879352926e-02 7.303994835080881987e-02 5.059366853378546303e+00 4.939111511380852804e+00 2.387266273941114625e-01 2.381614402745421133e-01 -3.647443360269837093e-02
3.950684931506848852e+00 3.874999999999999972e-02 1.413120589259109910e-02 7.361700290219810872e-02 7.372680815931931253e-02 5.060053707905929343e+00 4.938424712952630635e+00 2.380397679827001567e-01 2.374745813605095845e-01 -3.716128296719065083e-02
3.947945205479451936e+00 3.874999999999999972e-02 1.503728815080187728e-02 7.452308503538447593e-02 7.463289026647181024e-02 5.060959784490127511e+00 4.937518695036622773e+00 2.371336862908305920e-01 2.365685001887947725e-01 -3.806735415207310180e-02
3.942465753424657660e+00 3.874999999999999972e-02 1.513093876201502055e-02 7.437292095544710546e-02 7.450356893447411533e-02 5.060978373137326791e+00 4.935425119606376754e+00 2.373081810984597750e-01 2.370734152606184530e-01 -3.703935618313607125e-02
3.939726027397259855e+00 3.874999999999999972e-02 1.478439263816504722e-02 7.378350151920087807e-02 7.393490963088737711e-02 5.060557049452235390e+00 4.933777549840345777e+00 2.379218342764831406e-01 2.380161164748997304e-01 -3.557596455524501822e-02
3.936986301369862939e+00 3.874999999999999972e-02 1.540792451921716745e-02 7.440703328856711207e-02 7.455844137699708940e-02 5.061180576264617592e+00 4.933154075436724462e+00 2.372983029013512046e-01 2.373925855644284655e-01 -3.619948654435617419e-02
3.934246575342465579e+00 3.874999999999999972e-02 1.565416297084492106e-02 7.387305099694115029e-02 7.409055253839738620e-02 5.061184943936652303e+00 4.925897786660974553e+00 2.379092985368865543e-01 2.390344952701924652e-01 -3.298080225135117255e-02
3.931506849315068663e+00 3.874999999999999972e-02 1.717420179715024864e-02 7.806198521989483885e-02 7.834799302206865712e-02 5.066660768510345747e+00 4.935383145381647019e+00 2.360910950655419893e-01 2.354369665932090905e-01 -3.863450314789858286e-02
3.928767123287671303e+00 3.874999999999999972e-02 1.671304475515863683e-02 7.435313461706850868e-02 7.491327412161269406e-02 5.065190153700193321e+00 4.905793370601720937e+00 2.401191329865025870e-01 2.437128742139855198e-01 -2.395497277751825957e-02
3.920547945205480111e+00 3.874999999999999972e-02 1.784937914926517516e-02 7.180457312592902763e-02 7.288183013363819240e-02 5.067344351183863616e+00 4.879355541979239597e+00 2.448115916896998756e-01 2.544620098489613347e-01 -3.560957672790423210e-03
3.917808219178081419e+00 3.874999999999999972e-02 1.792933136532817023e-02 7.177036332280783970e-02 7.318396140476089717e-02 5.070909932577797541e+00 4.870255515644883459e+00 2.478325116982691423e-01 2.593801465996320998e-01 4.173081207993917588e-03
3.915068493150684947e+00 3.874999999999999972e-02 1.730945522454088031e-02 7.509622015626923885e-02 7.667830276340056872e-02 5.076830167350559364e+00 4.887531833970453654e+00 2.486224167360860382e-01 2.579744144394129912e-01 3.414923903879705288e-04
3.912328767123288031e+00 3.874999999999999972e-02 1.664897627483912304e-02 7.443574132729094406e-02 7.601782395956055427e-02 5.076169693879680089e+00 4.888192250791518312e+00 2.492828951389292058e-01 2.586348923399951483e-01 1.001960647699017123e-03
3.909589041095889783e+00 3.874999999999999972e-02 1.643809440870187127e-02 7.350038913690648545e-02 7.514391136448411723e-02 5.075734427628380452e+00 4.882013139387752609e+00 2.502898523660594954e-01 2.606017934325948193e-01 4.441010151459605718e-03
3.901369863013698591e+00 3.874999999999999972e-02 1.580213029864954710e-02 7.239474317798984260e-02 7.407826014235927015e-02 5.074953439056050009e+00 4.878662904746661866e+00 2.514421488437103003e-01 2.623835775671723991e-01 7.203514916808278871e-03
3.898630136986300787e+00 3.874999999999999972e-02 1.722770757914131312e-02 7.215641984217964489e-02 7.398092052669123786e-02 5.075863321352417579e+00 4.862494408313032146e+00 2.518447524192686804e-01 2.649850299318637914e-01 1.316232354928642545e-02
3.895890410958903871e+00 3.874999999999999972e-02 1.765356303345393812e-02 7.255918716070985930e-02 7.455489241758674057e-02 5.078036964355906235e+00 4.862485620929314578e+00 2.529118506142358225e-01 2.671886208608021951e-01 1.772112963791545870e-02
3.893150684931506955e+00 3.874999999999999972e-02 1.743652860222337508e-02 7.277737321558887251e-02 7.486815855001378861e-02 5.079329707374230729e+00 4.866734639451705924e+00 2.537973289040745262e-01 2.683550253489301873e-01 1.976342202033645398e-02
3.890410958904109595e+00 3.874999999999999972e-02 1.733982998008369580e-02 7.330754339689810051e-02 7.547777263985631924e-02 5.080807757294192761e+00 4.871848945035758938e+00 2.543595060032887156e-01 2.689484391536428043e-01 2.085824366731652002e-02
3.884931506849314875e+00 3.874999999999999972e-02 1.649113939511391916e-02 7.245885293780765513e-02 7.462908220697758721e-02 5.079959072422037814e+00 4.872697570838547598e+00 2.552081960180447862e-01 2.697971286446875783e-01 2.170692310324006183e-02
3.882191780821917959e+00 3.874999999999999972e-02 1.583066044541215495e-02 7.179837410882936033e-02 7.396860340313757276e-02 5.079298598951158539e+00 4.873357987659612256e+00 2.558686744208876207e-01 2.704576065452697353e-01 2.236739136055110322e-02
3.879452054794520599e+00 3.874999999999999972e-02 1.452971341717944863e-02 6.999666954630209825e-02 7.258783876278467051e-02 5.080077817964497200e+00 4.892317673388671295e+00 2.576345697186619987e-01 2.690810704151456179e-01 1.533072931673406906e-02
3.876712328767123239e+00 3.874999999999999972e-02 1.628489395704275922e-02 7.097075149450381149e-02 7.362791184114605980e-02 5.081590364775884439e+00 4.883370509926369785e+00 2.567373406867626828e-01 2.692081917449765660e-01 1.700815033774999083e-02
3.873972602739725879e+00 3.874999999999999972e-02 1.653441368278259910e-02 7.122027115609572134e-02 7.387743148938034909e-02 5.081839881590386909e+00 4.883121023212602552e+00 2.564878212516031875e-01 2.689586725767003639e-01 1.675863629352845885e-02
3.871232876712328963e+00 3.874999999999999972e-02 1.587393473308083142e-02 7.055979232711742655e-02 7.321695268554032077e-02 5.081179408119507634e+00 4.883781440033667209e+00 2.571482996544460220e-01 2.696191504772825209e-01 1.741910455083950371e-02
3.865753424657534243e+00 3.874999999999999972e-02 1.504047156488072003e-02 6.972632928148216058e-02 7.238348966542677843e-02 5.080345950513699194e+00 4.884614840125506063e+00 2.579817622674459576e-01 2.704526125803608516e-01 1.825255686355342633e-02
3.863013698630136883e+00 3.874999999999999972e-02 1.628863648351173629e-02 7.097449404589725730e-02 7.363165439772939580e-02 5.081594108433506563e+00 4.883366754572638690e+00 2.567335980473895996e-01 2.692044490019080971e-01 1.700440560373909019e-02
3.860273972602739967e+00 3.874999999999999972e-02 1.656640699086380300e-02 7.125226445346471982e-02 7.390942478451874298e-02 5.081871874412314583e+00 4.883089035417571999e+00 2.564558279920462480e-01 2.689266793617109963e-01 1.672664393422389900e-02
3.857534246575343051e+00 3.874999999999999972e-02 1.795260739603987687e-02 7.041466221842876405e-02 7.325987927802998789e-02 5.082567837410275402e+00 4.861601008392038459e+00 2.575124756675992166e-01 2.729062878199853825e-01 2.513736667927427004e-02
3.854794520547944803e+00 3.874999999999999972e-02 1.871436037407377129e-02 7.054088088532400880e-02 7.361266422200335446e-02 5.084950952769997201e+00 4.855802997873281512e+00 2.589714130889049226e-01 2.762899478148719279e-01 3.187435422055425599e-02
3.852054794520547887e+00 3.874999999999999972e-02 1.862363848984692830e-02 7.083033836456410770e-02 7.433413494735578719e-02 5.089901642429105699e+00 4.859130319507367624e+00 2.627663536007953660e-01 2.823504282799904064e-01 4.201603266527711988e-02
3.846575342465753611e+00 3.874999999999999972e-02 1.909637077843323941e-02 7.315100532982321546e-02 7.704747886923843381e-02 5.096785359155157735e+00 4.867924343712303425e+00 2.651491802089643857e-01 2.854982074348814680e-01 4.704333137229055328e-02
3.843835616438355807e+00 3.874999999999999972e-02 1.850218512983923744e-02 8.089711799668383718e-02 8.466245256306657863e-02 5.104904667879144320e+00 4.896957138440312107e+00 2.618133405196958474e-01 2.745361924187230129e-01 2.603875089571758630e-02
3.841095890410958891e+00 3.874999999999999972e-02 1.825266540375461086e-02 8.064759832699322506e-02 8.441293290548666783e-02 5.104655150816685527e+00 4.897206605750032082e+00 2.620628599908291778e-01 2.747857116876972761e-01 2.628826640700222816e-02
3.838356164383561531e+00 3.874999999999999972e-02 1.913007682309434548e-02 8.152500963548975355e-02 8.529034419017955670e-02 5.105532557000623584e+00 4.896329297360530575e+00 2.611854490725989408e-01 2.739083011668140832e-01 2.541086327193165309e-02
3.835616438356164171e+00 3.874999999999999972e-02 1.887390777673598335e-02 8.126884064652466211e-02 8.503417521353980046e-02 5.105276390665083319e+00 4.896585413061654180e+00 2.614416178594889950e-01 2.741644697479625470e-01 2.566702802880861667e-02
3.832876712328767255e+00 3.874999999999999972e-02 1.912342750282061341e-02 8.151836031621526035e-02 8.528369487111971126e-02 5.105525907727542112e+00 4.896335945751934204e+00 2.611920983883556646e-01 2.739149504789882839e-01 2.541751251752397134e-02
