1.603601352026647053e-02 9.428173806996300144e+00 1.111995462407449758e-01 1.883258930908936549e-02
1.034207069263476733e-02 9.007198996275789682e+00 1.008954971521003746e-01 2.475153523417417383e-03
1.630020365835857521e-02 9.511225722705448860e+00 1.158516922743292737e-01 2.235101694903857822e-02
1.045047620939505359e-02 9.016160442556584442e+00 1.009840455094700717e-01 2.119063444955336054e-03
1.547567761846327383e-02 9.420897920735921360e+00 1.113251812305001698e-01 1.974560219545449039e-02
1.523235209556870681e-02 9.422532348906669242e+00 1.129055920478461289e-01 1.818499280159279266e-02
1.553260575883888724e-02 9.460625691781032742e+00 1.133986102193049600e-01 2.193361924928263762e-02
1.054770912697594251e-02 9.019518923579976644e+00 1.003839184158808323e-01 1.881512811558650041e-03
1.594809891114430320e-02 9.438963602854189006e+00 1.112488556578375976e-01 1.831297950662792717e-02
1.724375207171192220e-02 9.465844001080437664e+00 1.086051005612485854e-01 1.843927613285789233e-02
1.032770977041441197e-02 9.035148949614727698e+00 1.008205170656572836e-01 4.329663445466929057e-03
1.670914782984874239e-02 9.507279958593478852e+00 1.130993267881223313e-01 2.036544690424737028e-02
1.623923696769235051e-02 9.480453283269438813e+00 1.121236333118120349e-01 2.052968902408417937e-02
1.370697319773741228e-02 9.252368761821903931e+00 1.063687337898899798e-01 7.625733100866192125e-03
1.633327058266813292e-02 9.500184320809134775e+00 1.112019529747587804e-01 2.499347183383025806e-02
1.659811411582274437e-02 9.513621683028633313e+00 1.111826908867417502e-01 2.452253542424625080e-02
1.266801872845621513e-02 9.230256469660854890e+00 1.051922979800043734e-01 1.210027347267737807e-02
1.662245399399950654e-02 9.518200914328666329e+00 1.111610743465436257e-01 2.456387601313876970e-02
1.656544378989382657e-02 9.516897452918300360e+00 1.111947317781069450e-01 2.432185012082887718e-02
1.603623097431459629e-02 9.507258175399996958e+00 1.129455476348063397e-01 2.241485696768730565e-02
1.102939193230170062e-02 9.076293904891903352e+00 1.009907096952149946e-01 1.513746560065610701e-03
1.606169492607172761e-02 9.513063243581177275e+00 1.129156249803735107e-01 2.198641726437722266e-02
1.606343358173092234e-02 9.514567995170118309e+00 1.129133149275994008e-01 2.191529099133868869e-02
1.621506349111858508e-02 9.515283951863093392e+00 1.129201069532896340e-01 2.048037051803596603e-02
1.022281958792288677e-02 9.069870656849191803e+00 1.015288533718319147e-01 4.006872781439468553e-03
1.621032131891388464e-02 9.516986366165019362e+00 1.120620842725672112e-01 2.164609494668362152e-02
1.622630525178779884e-02 9.522344051918304686e+00 1.126500175506554569e-01 2.093829432018414968e-02
1.607824287965642709e-02 9.512022219472747508e+00 1.124477302541286861e-01 2.014185874686151914e-02
1.584351472096734090e-02 9.507657133211735001e+00 1.131299041095578384e-01 1.928332664393160242e-02
1.028698222748252768e-02 9.087256315163180886e+00 1.020128005651082942e-01 3.727015978560339286e-03
1.642928839685081285e-02 9.543653182989883632e+00 1.131396839711123897e-01 2.104794372646271242e-02
1.607308084253993019e-02 9.504792578917317769e+00 1.115426420150971154e-01 1.891748274463389209e-02
1.637959749753934921e-02 9.546089336135096914e+00 1.130227144830276281e-01 2.109710106358511292e-02
1.045890894863585156e-02 9.102216759579986771e+00 1.018322329609461230e-01 3.924346138098052522e-03
1.582962273312430238e-02 9.527908621581914872e+00 1.129112851226087150e-01 2.136388235981713860e-02
1.571773643542544174e-02 9.530176536125461340e+00 1.129766363925419903e-01 2.219656042516953212e-02
1.572366194637854486e-02 9.532111172714131442e+00 1.129910528367792238e-01 2.214111217320788652e-02
1.107040566363995913e-02 9.127148956121773793e+00 1.015280081202247081e-01 2.890176577482838401e-03
1.540868003909356791e-02 9.531511788008227626e+00 1.130926925058240023e-01 2.321139433519932641e-02
1.657486832128111237e-02 9.553600178131842924e+00 1.104578319683886117e-01 2.375336218398914692e-02
1.643506027970419170e-02 9.548134895390253618e+00 1.105563123386454766e-01 2.319916448013747273e-02
1.411211045134345109e-02 9.486143135178570773e+00 1.140008951068107040e-01 2.140485323085488528e-02
1.024971658344982738e-02 9.100419410223535621e+00 1.020135923789485533e-01 1.216159408357176059e-03
1.418513966860432060e-02 9.497755882489068213e+00 1.139962696119479202e-01 2.205896091695742564e-02
1.473558698839674309e-02 9.466929766238743937e+00 1.106124151537848932e-01 1.860576507016585210e-02
1.397752931096845307e-02 9.404330126533624323e+00 1.076814678150944116e-01 1.821980776111494296e-02
1.176584914317650721e-02 9.267173280531402213e+00 1.059562255678855869e-01 1.189318725830924676e-02
1.625428847659093207e-02 9.550057273635488286e+00 1.103324872256402772e-01 2.261180028249616322e-02
1.531241362232618232e-02 9.490668853534899085e+00 1.097541974816964999e-01 1.918020989913012814e-02
