3.016438356164384160e+00 4.125000000000000194e-02 1.156400000000000136e-02 4.886353783053097588e-02 5.008956434616797182e+00 3.089564426374273309e-01
3.013698630136986356e+00 4.125000000000000194e-02 1.188199999999999847e-02 5.067955076265995285e-02 5.007140422161883819e+00 3.071404300435967571e-01
3.010958904109588996e+00 4.125000000000000194e-02 1.172299999999999905e-02 4.897092952949457650e-02 5.008849043076841312e+00 3.088490510511822107e-01
3.005479452054794720e+00 4.125000000000000194e-02 1.200099999999999952e-02 5.016593841326755926e-02 5.007654034398262510e+00 3.076540423128666935e-01
3.002739726027397360e+00 4.125000000000000194e-02 1.184600000000000063e-02 4.929601865219535722e-02 5.008523954028717640e+00 3.085239619813417988e-01
3.000000000000000000e+00 4.125000000000000194e-02 1.169100000000000000e-02 4.834293033370982984e-02 5.009477042212440168e+00 3.094770502042921700e-01
2.997260273972602196e+00 4.125000000000000194e-02 1.149500000000000001e-02 8.448758266589452559e-02 4.973332394723764871e+00 2.733324013056587787e-01
2.994520547945205280e+00 4.125000000000000194e-02 1.201900000000000017e-02 8.704456909015009791e-02 4.970775408631290304e+00 2.707754151165980838e-01
2.991780821917808364e+00 4.125000000000000194e-02 1.315999999999999982e-02 9.306174759065252711e-02 4.964758230887189150e+00 2.647582371523088396e-01
2.986301369863013644e+00 4.125000000000000194e-02 1.322000000000000085e-02 9.186729273140854801e-02 4.965952685600327321e+00 2.659526919079792662e-01
2.983561643835616284e+00 4.125000000000000194e-02 1.294400000000000064e-02 9.063928145174236783e-02 4.967180696731507972e+00 2.671807030823839524e-01
2.980821917808219812e+00 4.125000000000000194e-02 1.345499999999999995e-02 9.302225832415231266e-02 4.964797720143500293e+00 2.647977264115866647e-01
2.978082191780822008e+00 4.125000000000000194e-02 1.366400000000000080e-02 9.379094828552911323e-02 4.964029030272903320e+00 2.640290365145656626e-01
2.975342465753424648e+00 4.125000000000000194e-02 1.609199999999999867e-02 1.051016775481572463e-01 4.952718302333115830e+00 2.527183081896978156e-01
2.972602739726027732e+00 4.125000000000000194e-02 1.487500000000000107e-02 9.918814086745744718e-02 4.958631838327220542e+00 2.586318443836720382e-01
2.964383561643836096e+00 4.125000000000000194e-02 1.570200000000000068e-02 1.025190867007450685e-01 4.955300892878510055e+00 2.553008988230092147e-01
2.961643835616438292e+00 4.125000000000000194e-02 1.577399999999999983e-02 1.025608064349690790e-01 4.955259173149117125e+00 2.552591790922098536e-01
